Date,Start (ET),Visitor/Neutral,PTS,Home/Neutral,PTS
"Fri, Nov 6, 2015",7:30 pm,Los Angeles Lakers,104,Brooklyn Nets,98
"Fri, Nov 6, 2015",7:30 pm,Philadelphia 76ers,102,Cleveland Cavaliers,108
"Fri, Nov 6, 2015",10:30 pm,Denver Nuggets,104,Golden State Warriors,119
"Fri, Nov 6, 2015",8:00 pm,Miami Heat,87,Indiana Pacers,90
"Fri, Nov 6, 2015",8:00 pm,Atlanta Hawks,121,New Orleans Pelicans,115
"Fri, Nov 6, 2015",7:30 pm,Milwaukee Bucks,99,New York Knicks,92
"Fri, Nov 6, 2015",7:00 pm,Toronto Raptors,87,Orlando Magic,92
"Fri, Nov 6, 2015",9:30 pm,Detroit Pistons,100,Phoenix Suns,92
"Fri, Nov 6, 2015",10:30 pm,Houston Rockets,116,Sacramento Kings,110
"Sat, Nov 7, 2015",7:30 pm,Washington Wizards,99,Atlanta Hawks,114
"Sat, Nov 7, 2015",6:00 pm,Minnesota Timberwolves,102,Chicago Bulls,93
"Sat, Nov 7, 2015",8:30 pm,New Orleans Pelicans,98,Dallas Mavericks,107
"Sat, Nov 7, 2015",10:30 pm,Houston Rockets,109,Los Angeles Clippers,105
"Sat, Nov 7, 2015",8:30 pm,Brooklyn Nets,86,Milwaukee Bucks,94
"Sat, Nov 7, 2015",7:00 pm,Orlando Magic,105,Philadelphia 76ers,97
"Sat, Nov 7, 2015",10:00 pm,Golden State Warriors,103,Sacramento Kings,94
"Sat, Nov 7, 2015",8:30 pm,Charlotte Hornets,94,San Antonio Spurs,114
