Date,Start (ET),Visitor/Neutral,PTS,Home/Neutral,PTS
"Tue, Jan 19, 2016",8:00 pm,Minnesota Timberwolves,99,New Orleans Pelicans,114
"Tue, Jan 19, 2016",9:00 pm,Indiana Pacers,97,Phoenix Suns,94
"Wed, Jan 20, 2016",7:30 pm,Cleveland Cavaliers,91,Brooklyn Nets,78
"Wed, Jan 20, 2016",8:00 pm,Golden State Warriors,125,Chicago Bulls,94
"Wed, Jan 20, 2016",8:30 pm,Minnesota Timberwolves,94,Dallas Mavericks,106
"Wed, Jan 20, 2016",8:00 pm,Detroit Pistons,123,Houston Rockets,114
"Wed, Jan 20, 2016",10:30 pm,Sacramento Kings,112,Los Angeles Lakers,93
"Wed, Jan 20, 2016",7:30 pm,Utah Jazz,111,New York Knicks,118
"Wed, Jan 20, 2016",8:00 pm,Charlotte Hornets,95,Oklahoma City Thunder,109
"Wed, Jan 20, 2016",7:00 pm,Philadelphia 76ers,96,Orlando Magic,87
"Wed, Jan 20, 2016",10:30 pm,Atlanta Hawks,104,Portland Trail Blazers,98
"Wed, Jan 20, 2016",7:30 pm,Boston Celtics,109,Toronto Raptors,115
"Wed, Jan 20, 2016",7:00 pm,Miami Heat,87,Washington Wizards,106
"Thu, Jan 21, 2016",8:00 pm,Los Angeles Clippers,102,Cleveland Cavaliers,115
"Thu, Jan 21, 2016",9:00 pm,Memphis Grizzlies,102,Denver Nuggets,101
"Thu, Jan 21, 2016",8:00 pm,Detroit Pistons,99,New Orleans Pelicans,115
"Thu, Jan 21, 2016",10:30 pm,San Antonio Spurs,117,Phoenix Suns,89
"Thu, Jan 21, 2016",10:00 pm,Atlanta Hawks,88,Sacramento Kings,91
"Fri, Jan 22, 2016",7:30 pm,Chicago Bulls,101,Boston Celtics,110
"Fri, Jan 22, 2016",7:30 pm,Utah Jazz,108,Brooklyn Nets,86
"Fri, Jan 22, 2016",8:30 pm,Oklahoma City Thunder,109,Dallas Mavericks,106
"Fri, Jan 22, 2016",10:30 pm,Indiana Pacers,110,Golden State Warriors,122
"Fri, Jan 22, 2016",8:00 pm,Milwaukee Bucks,98,Houston Rockets,102
"Fri, Jan 22, 2016",10:30 pm,San Antonio Spurs,108,Los Angeles Lakers,95
"Fri, Jan 22, 2016",7:30 pm,Los Angeles Clippers,116,New York Knicks,88
"Fri, Jan 22, 2016",7:00 pm,Charlotte Hornets,120,Orlando Magic,116
"Fri, Jan 22, 2016",8:00 pm,Miami Heat,81,Toronto Raptors,101
"Sat, Jan 23, 2016",7:00 pm,New York Knicks,84,Charlotte Hornets,97
"Sat, Jan 23, 2016",8:30 pm,Chicago Bulls,96,Cleveland Cavaliers,83
"Sat, Jan 23, 2016",9:30 pm,Detroit Pistons,101,Denver Nuggets,104
"Sat, Jan 23, 2016",8:00 pm,Memphis Grizzlies,101,Minnesota Timberwolves,106
"Sat, Jan 23, 2016",7:00 pm,Milwaukee Bucks,99,New Orleans Pelicans,116
"Sat, Jan 23, 2016",9:00 pm,Atlanta Hawks,95,Phoenix Suns,98
"Sat, Jan 23, 2016",10:30 pm,Los Angeles Lakers,103,Portland Trail Blazers,121
"Sat, Jan 23, 2016",10:30 pm,Indiana Pacers,97,Sacramento Kings,108
"Sun, Jan 24, 2016",7:30 pm,Oklahoma City Thunder,106,Brooklyn Nets,116
"Sun, Jan 24, 2016",3:30 pm,Dallas Mavericks,104,Houston Rockets,115
"Sun, Jan 24, 2016",7:00 pm,Boston Celtics,112,Philadelphia 76ers,92
"Sun, Jan 24, 2016",6:00 pm,Los Angeles Clippers,94,Toronto Raptors,112
"Mon, Jan 25, 2016",8:00 pm,Miami Heat,89,Chicago Bulls,84
"Mon, Jan 25, 2016",7:00 pm,Minnesota Timberwolves,107,Cleveland Cavaliers,114
"Mon, Jan 25, 2016",9:00 pm,Atlanta Hawks,119,Denver Nuggets,105
"Mon, Jan 25, 2016",10:30 pm,San Antonio Spurs,90,Golden State Warriors,120
"Mon, Jan 25, 2016",8:00 pm,Orlando Magic,102,Memphis Grizzlies,108
"Mon, Jan 25, 2016",8:00 pm,Houston Rockets,112,New Orleans Pelicans,111
"Mon, Jan 25, 2016",10:00 pm,Charlotte Hornets,129,Sacramento Kings,128
"Mon, Jan 25, 2016",9:00 pm,Detroit Pistons,95,Utah Jazz,92
"Mon, Jan 25, 2016",7:00 pm,Boston Celtics,116,Washington Wizards,91
"Tue, Jan 26, 2016",7:30 pm,Miami Heat,102,Brooklyn Nets,98
"Tue, Jan 26, 2016",7:00 pm,Los Angeles Clippers,91,Indiana Pacers,89
"Tue, Jan 26, 2016",10:30 pm,Dallas Mavericks,92,Los Angeles Lakers,90
"Tue, Jan 26, 2016",8:00 pm,Orlando Magic,100,Milwaukee Bucks,107
"Tue, Jan 26, 2016",7:30 pm,Oklahoma City Thunder,128,New York Knicks,122
"Tue, Jan 26, 2016",7:00 pm,Phoenix Suns,103,Philadelphia 76ers,113
"Tue, Jan 26, 2016",10:00 pm,Sacramento Kings,97,Portland Trail Blazers,112
"Tue, Jan 26, 2016",7:30 pm,Washington Wizards,89,Toronto Raptors,106
"Wed, Jan 27, 2016",8:00 pm,Los Angeles Clippers,85,Atlanta Hawks,83
"Wed, Jan 27, 2016",7:30 pm,Denver Nuggets,103,Boston Celtics,111
"Wed, Jan 27, 2016",7:00 pm,Phoenix Suns,93,Cleveland Cavaliers,115
"Wed, Jan 27, 2016",7:30 pm,Philadelphia 76ers,97,Detroit Pistons,110
"Wed, Jan 27, 2016",10:30 pm,Dallas Mavericks,107,Golden State Warriors,127
"Wed, Jan 27, 2016",8:00 pm,Oklahoma City Thunder,126,Minnesota Timberwolves,123
"Wed, Jan 27, 2016",8:00 pm,Houston Rockets,99,San Antonio Spurs,130
"Wed, Jan 27, 2016",9:00 pm,Charlotte Hornets,73,Utah Jazz,102
"Thu, Jan 28, 2016",7:00 pm,Atlanta Hawks,92,Indiana Pacers,111
"Thu, Jan 28, 2016",10:30 pm,Chicago Bulls,114,Los Angeles Lakers,91
"Thu, Jan 28, 2016",8:00 pm,Milwaukee Bucks,83,Memphis Grizzlies,103
"Thu, Jan 28, 2016",8:00 pm,Sacramento Kings,105,New Orleans Pelicans,114
"Thu, Jan 28, 2016",8:00 pm,New York Knicks,93,Toronto Raptors,103
"Thu, Jan 28, 2016",7:00 pm,Denver Nuggets,117,Washington Wizards,113
"Fri, Jan 29, 2016",7:30 pm,Orlando Magic,94,Boston Celtics,113
"Fri, Jan 29, 2016",8:30 pm,Brooklyn Nets,79,Dallas Mavericks,91
"Fri, Jan 29, 2016",7:30 pm,Cleveland Cavaliers,114,Detroit Pistons,106
"Fri, Jan 29, 2016",10:30 pm,Los Angeles Lakers,93,Los Angeles Clippers,105
"Fri, Jan 29, 2016",8:00 pm,Miami Heat,107,Milwaukee Bucks,103
"Fri, Jan 29, 2016",7:30 pm,Phoenix Suns,84,New York Knicks,102
"Fri, Jan 29, 2016",8:00 pm,Houston Rockets,108,Oklahoma City Thunder,116
"Fri, Jan 29, 2016",10:00 pm,Charlotte Hornets,91,Portland Trail Blazers,109
"Fri, Jan 29, 2016",9:00 pm,Minnesota Timberwolves,90,Utah Jazz,103
"Sat, Jan 30, 2016",8:30 pm,San Antonio Spurs,103,Cleveland Cavaliers,117
"Sat, Jan 30, 2016",8:00 pm,Washington Wizards,123,Houston Rockets,122
"Sat, Jan 30, 2016",7:00 pm,Denver Nuggets,105,Indiana Pacers,109
"Sat, Jan 30, 2016",8:00 pm,Sacramento Kings,117,Memphis Grizzlies,121
"Sat, Jan 30, 2016",7:00 pm,Brooklyn Nets,103,New Orleans Pelicans,105
"Sat, Jan 30, 2016",5:00 pm,Golden State Warriors,108,Philadelphia 76ers,105
"Sat, Jan 30, 2016",6:30 pm,Detroit Pistons,107,Toronto Raptors,111
"Sun, Jan 31, 2016",7:00 pm,Phoenix Suns,78,Dallas Mavericks,91
"Sun, Jan 31, 2016",3:30 pm,Chicago Bulls,93,Los Angeles Clippers,120
"Sun, Jan 31, 2016",9:30 pm,Charlotte Hornets,101,Los Angeles Lakers,82
"Sun, Jan 31, 2016",6:00 pm,Atlanta Hawks,87,Miami Heat,105
"Sun, Jan 31, 2016",7:30 pm,Golden State Warriors,116,New York Knicks,95
"Sun, Jan 31, 2016",6:00 pm,Boston Celtics,114,Orlando Magic,119
"Sun, Jan 31, 2016",9:00 pm,Minnesota Timberwolves,93,Portland Trail Blazers,96
Date,Start (ET),Visitor/Neutral,PTS,Home/Neutral,PTS
"Mon, Feb 1, 2016",8:00 pm,Dallas Mavericks,97,Atlanta Hawks,112
"Mon, Feb 1, 2016",7:30 pm,Detroit Pistons,105,Brooklyn Nets,100
"Mon, Feb 1, 2016",9:00 pm,Toronto Raptors,93,Denver Nuggets,112
"Mon, Feb 1, 2016",7:00 pm,Cleveland Cavaliers,111,Indiana Pacers,106
"Mon, Feb 1, 2016",8:00 pm,Memphis Grizzlies,110,New Orleans Pelicans,95
"Mon, Feb 1, 2016",8:00 pm,Washington Wizards,98,Oklahoma City Thunder,114
"Mon, Feb 1, 2016",10:00 pm,Milwaukee Bucks,104,Sacramento Kings,111
"Mon, Feb 1, 2016",8:30 pm,Orlando Magic,92,San Antonio Spurs,107
"Mon, Feb 1, 2016",9:00 pm,Chicago Bulls,96,Utah Jazz,105
"Tue, Feb 2, 2016",8:00 pm,Miami Heat,102,Houston Rockets,115
"Tue, Feb 2, 2016",10:30 pm,Minnesota Timberwolves,115,Los Angeles Lakers,119
"Tue, Feb 2, 2016",7:30 pm,Boston Celtics,97,New York Knicks,89
"Tue, Feb 2, 2016",9:00 pm,Toronto Raptors,104,Phoenix Suns,97
"Tue, Feb 2, 2016",10:00 pm,Milwaukee Bucks,95,Portland Trail Blazers,107
"Wed, Feb 3, 2016",7:30 pm,Detroit Pistons,95,Boston Celtics,102
"Wed, Feb 3, 2016",7:30 pm,Indiana Pacers,114,Brooklyn Nets,100
"Wed, Feb 3, 2016",7:00 pm,Cleveland Cavaliers,97,Charlotte Hornets,106
"Wed, Feb 3, 2016",8:30 pm,Miami Heat,93,Dallas Mavericks,90
"Wed, Feb 3, 2016",10:30 pm,Minnesota Timberwolves,108,Los Angeles Clippers,102
"Wed, Feb 3, 2016",8:00 pm,Orlando Magic,114,Oklahoma City Thunder,117
"Wed, Feb 3, 2016",7:00 pm,Atlanta Hawks,124,Philadelphia 76ers,86
"Wed, Feb 3, 2016",10:00 pm,Chicago Bulls,107,Sacramento Kings,102
"Wed, Feb 3, 2016",8:30 pm,New Orleans Pelicans,97,San Antonio Spurs,110
"Wed, Feb 3, 2016",9:00 pm,Denver Nuggets,81,Utah Jazz,85
"Wed, Feb 3, 2016",8:00 pm,Golden State Warriors,134,Washington Wizards,121
"Thu, Feb 4, 2016",7:00 pm,New York Knicks,105,Detroit Pistons,111
"Thu, Feb 4, 2016",9:30 pm,Los Angeles Lakers,99,New Orleans Pelicans,96
"Thu, Feb 4, 2016",9:00 pm,Houston Rockets,111,Phoenix Suns,105
"Thu, Feb 4, 2016",10:00 pm,Toronto Raptors,110,Portland Trail Blazers,103
"Fri, Feb 5, 2016",7:00 pm,Indiana Pacers,96,Atlanta Hawks,102
"Fri, Feb 5, 2016",7:30 pm,Sacramento Kings,119,Brooklyn Nets,128
"Fri, Feb 5, 2016",7:00 pm,Miami Heat,98,Charlotte Hornets,95
"Fri, Feb 5, 2016",7:30 pm,Boston Celtics,104,Cleveland Cavaliers,103
"Fri, Feb 5, 2016",9:30 pm,San Antonio Spurs,116,Dallas Mavericks,90
"Fri, Feb 5, 2016",9:00 pm,Chicago Bulls,110,Denver Nuggets,115
"Fri, Feb 5, 2016",7:30 pm,Memphis Grizzlies,91,New York Knicks,85
"Fri, Feb 5, 2016",7:00 pm,Los Angeles Clippers,107,Orlando Magic,93
"Fri, Feb 5, 2016",9:00 pm,Milwaukee Bucks,81,Utah Jazz,84
"Fri, Feb 5, 2016",7:00 pm,Philadelphia 76ers,94,Washington Wizards,106
"Sat, Feb 6, 2016",7:00 pm,Washington Wizards,104,Charlotte Hornets,108
"Sat, Feb 6, 2016",7:30 pm,New Orleans Pelicans,84,Cleveland Cavaliers,99
"Sat, Feb 6, 2016",9:00 pm,Oklahoma City Thunder,108,Golden State Warriors,116
"Sat, Feb 6, 2016",5:00 pm,Portland Trail Blazers,96,Houston Rockets,79
"Sat, Feb 6, 2016",7:00 pm,Detroit Pistons,104,Indiana Pacers,112
"Sat, Feb 6, 2016",8:00 pm,Dallas Mavericks,114,Memphis Grizzlies,110
"Sat, Feb 6, 2016",8:00 pm,Chicago Bulls,105,Minnesota Timberwolves,112
"Sat, Feb 6, 2016",7:30 pm,Brooklyn Nets,98,Philadelphia 76ers,103
"Sat, Feb 6, 2016",9:00 pm,Utah Jazz,98,Phoenix Suns,89
"Sat, Feb 6, 2016",8:30 pm,Los Angeles Lakers,102,San Antonio Spurs,106
"Sun, Feb 7, 2016",1:00 pm,Sacramento Kings,119,Boston Celtics,128
"Sun, Feb 7, 2016",2:00 pm,Los Angeles Clippers,100,Miami Heat,93
"Sun, Feb 7, 2016",1:00 pm,Denver Nuggets,101,New York Knicks,96
"Sun, Feb 7, 2016",1:00 pm,Atlanta Hawks,94,Orlando Magic,96
"Mon, Feb 8, 2016",8:00 pm,Orlando Magic,117,Atlanta Hawks,110
"Mon, Feb 8, 2016",7:30 pm,Denver Nuggets,104,Brooklyn Nets,105
"Mon, Feb 8, 2016",7:00 pm,Chicago Bulls,91,Charlotte Hornets,108
"Mon, Feb 8, 2016",7:00 pm,Sacramento Kings,100,Cleveland Cavaliers,120
"Mon, Feb 8, 2016",7:30 pm,Toronto Raptors,103,Detroit Pistons,89
"Mon, Feb 8, 2016",7:00 pm,Los Angeles Lakers,87,Indiana Pacers,89
"Mon, Feb 8, 2016",8:00 pm,Portland Trail Blazers,112,Memphis Grizzlies,106
"Mon, Feb 8, 2016",8:00 pm,New Orleans Pelicans,116,Minnesota Timberwolves,102
"Mon, Feb 8, 2016",7:00 pm,Los Angeles Clippers,98,Philadelphia 76ers,92
"Mon, Feb 8, 2016",9:00 pm,Oklahoma City Thunder,122,Phoenix Suns,106
"Tue, Feb 9, 2016",8:30 pm,Utah Jazz,121,Dallas Mavericks,119
"Tue, Feb 9, 2016",10:30 pm,Houston Rockets,110,Golden State Warriors,123
"Tue, Feb 9, 2016",8:00 pm,San Antonio Spurs,119,Miami Heat,101
"Tue, Feb 9, 2016",8:00 pm,Boston Celtics,111,Milwaukee Bucks,112
"Tue, Feb 9, 2016",8:00 pm,Washington Wizards,111,New York Knicks,108
"Wed, Feb 10, 2016",7:30 pm,Los Angeles Clippers,134,Boston Celtics,139
"Wed, Feb 10, 2016",7:30 pm,Memphis Grizzlies,109,Brooklyn Nets,90
"Wed, Feb 10, 2016",8:00 pm,Atlanta Hawks,113,Chicago Bulls,90
"Wed, Feb 10, 2016",8:00 pm,Los Angeles Lakers,111,Cleveland Cavaliers,120
"Wed, Feb 10, 2016",7:30 pm,Denver Nuggets,103,Detroit Pistons,92
"Wed, Feb 10, 2016",7:00 pm,Charlotte Hornets,117,Indiana Pacers,95
"Wed, Feb 10, 2016",8:00 pm,Toronto Raptors,112,Minnesota Timberwolves,117
"Wed, Feb 10, 2016",8:00 pm,Utah Jazz,96,New Orleans Pelicans,100
"Wed, Feb 10, 2016",7:00 pm,San Antonio Spurs,98,Orlando Magic,96
"Wed, Feb 10, 2016",7:00 pm,Sacramento Kings,114,Philadelphia 76ers,110
"Wed, Feb 10, 2016",9:00 pm,Golden State Warriors,112,Phoenix Suns,104
"Wed, Feb 10, 2016",10:30 pm,Houston Rockets,103,Portland Trail Blazers,116
"Thu, Feb 11, 2016",8:00 pm,Washington Wizards,92,Milwaukee Bucks,99
"Thu, Feb 11, 2016",8:00 pm,New Orleans Pelicans,95,Oklahoma City Thunder,121
"Thu, Feb 18, 2016",8:00 pm,Chicago Bulls,95,Cleveland Cavaliers,106
"Thu, Feb 18, 2016",10:30 pm,San Antonio Spurs,86,Los Angeles Clippers,105
"Thu, Feb 18, 2016",7:00 pm,Utah Jazz,89,Washington Wizards,103
"Fri, Feb 19, 2016",8:00 pm,Miami Heat,115,Atlanta Hawks,111
"Fri, Feb 19, 2016",7:30 pm,New York Knicks,98,Brooklyn Nets,109
"Fri, Feb 19, 2016",8:00 pm,Toronto Raptors,106,Chicago Bulls,116
"Fri, Feb 19, 2016",10:30 pm,San Antonio Spurs,119,Los Angeles Lakers,113
"Fri, Feb 19, 2016",8:00 pm,Minnesota Timberwolves,104,Memphis Grizzlies,109
"Fri, Feb 19, 2016",8:00 pm,Charlotte Hornets,98,Milwaukee Bucks,95
"Fri, Feb 19, 2016",8:00 pm,Philadelphia 76ers,114,New Orleans Pelicans,121
"Fri, Feb 19, 2016",8:00 pm,Indiana Pacers,101,Oklahoma City Thunder,98
"Fri, Feb 19, 2016",7:00 pm,Dallas Mavericks,104,Orlando Magic,110
"Fri, Feb 19, 2016",9:30 pm,Houston Rockets,116,Phoenix Suns,100
"Fri, Feb 19, 2016",10:00 pm,Golden State Warriors,105,Portland Trail Blazers,137
"Fri, Feb 19, 2016",10:00 pm,Denver Nuggets,110,Sacramento Kings,116
"Fri, Feb 19, 2016",10:30 pm,Boston Celtics,93,Utah Jazz,111
"Fri, Feb 19, 2016",7:00 pm,Detroit Pistons,86,Washington Wizards,98
"Sat, Feb 20, 2016",7:30 pm,Milwaukee Bucks,117,Atlanta Hawks,109
"Sat, Feb 20, 2016",8:30 pm,Golden State Warriors,115,Los Angeles Clippers,112
"Sat, Feb 20, 2016",7:30 pm,Washington Wizards,94,Miami Heat,114
"Sat, Feb 20, 2016",8:00 pm,New York Knicks,103,Minnesota Timberwolves,95
"Sun, Feb 21, 2016",6:00 pm,Charlotte Hornets,104,Brooklyn Nets,96
"Sun, Feb 21, 2016",8:00 pm,Los Angeles Lakers,115,Chicago Bulls,126
"Sun, Feb 21, 2016",7:00 pm,Philadelphia 76ers,103,Dallas Mavericks,129
"Sun, Feb 21, 2016",5:00 pm,Boston Celtics,121,Denver Nuggets,101
"Sun, Feb 21, 2016",3:30 pm,New Orleans Pelicans,111,Detroit Pistons,106
"Sun, Feb 21, 2016",3:30 pm,Cleveland Cavaliers,115,Oklahoma City Thunder,92
"Sun, Feb 21, 2016",6:00 pm,Indiana Pacers,105,Orlando Magic,102
"Sun, Feb 21, 2016",5:00 pm,San Antonio Spurs,118,Phoenix Suns,111
"Sun, Feb 21, 2016",9:00 pm,Utah Jazz,111,Portland Trail Blazers,115
"Sun, Feb 21, 2016",6:00 pm,Memphis Grizzlies,85,Toronto Raptors,98
"Mon, Feb 22, 2016",8:00 pm,Golden State Warriors,102,Atlanta Hawks,92
"Mon, Feb 22, 2016",7:00 pm,Detroit Pistons,96,Cleveland Cavaliers,88
"Mon, Feb 22, 2016",10:30 pm,Phoenix Suns,84,Los Angeles Clippers,124
"Mon, Feb 22, 2016",7:30 pm,Indiana Pacers,93,Miami Heat,101
"Mon, Feb 22, 2016",8:00 pm,Los Angeles Lakers,101,Milwaukee Bucks,108
"Mon, Feb 22, 2016",8:00 pm,Boston Celtics,122,Minnesota Timberwolves,124
"Mon, Feb 22, 2016",7:30 pm,Toronto Raptors,122,New York Knicks,95
"Tue, Feb 23, 2016",9:00 pm,Sacramento Kings,114,Denver Nuggets,110
"Tue, Feb 23, 2016",7:00 pm,Orlando Magic,124,Philadelphia 76ers,115
"Tue, Feb 23, 2016",10:00 pm,Brooklyn Nets,104,Portland Trail Blazers,112
"Tue, Feb 23, 2016",9:00 pm,Houston Rockets,114,Utah Jazz,117
"Tue, Feb 23, 2016",7:00 pm,New Orleans Pelicans,89,Washington Wizards,109
"Wed, Feb 24, 2016",8:00 pm,Washington Wizards,104,Chicago Bulls,109
"Wed, Feb 24, 2016",7:00 pm,Charlotte Hornets,103,Cleveland Cavaliers,114
"Wed, Feb 24, 2016",8:30 pm,Oklahoma City Thunder,116,Dallas Mavericks,103
"Wed, Feb 24, 2016",7:30 pm,Philadelphia 76ers,91,Detroit Pistons,111
"Wed, Feb 24, 2016",7:00 pm,New York Knicks,105,Indiana Pacers,108
"Wed, Feb 24, 2016",10:30 pm,Denver Nuggets,87,Los Angeles Clippers,81
"Wed, Feb 24, 2016",8:00 pm,Los Angeles Lakers,119,Memphis Grizzlies,128
"Wed, Feb 24, 2016",7:30 pm,Golden State Warriors,118,Miami Heat,112
"Wed, Feb 24, 2016",10:30 pm,San Antonio Spurs,108,Sacramento Kings,92
"Wed, Feb 24, 2016",7:30 pm,Minnesota Timberwolves,105,Toronto Raptors,114
"Thu, Feb 25, 2016",7:30 pm,Milwaukee Bucks,107,Boston Celtics,112
"Thu, Feb 25, 2016",8:00 pm,Oklahoma City Thunder,119,New Orleans Pelicans,123
"Thu, Feb 25, 2016",7:00 pm,Golden State Warriors,130,Orlando Magic,114
"Thu, Feb 25, 2016",9:00 pm,Brooklyn Nets,116,Phoenix Suns,106
"Thu, Feb 25, 2016",10:30 pm,Houston Rockets,119,Portland Trail Blazers,105
"Thu, Feb 25, 2016",10:30 pm,San Antonio Spurs,96,Utah Jazz,78
"Fri, Feb 26, 2016",8:00 pm,Chicago Bulls,88,Atlanta Hawks,103
"Fri, Feb 26, 2016",8:30 pm,Denver Nuggets,116,Dallas Mavericks,122
"Fri, Feb 26, 2016",7:00 pm,Charlotte Hornets,96,Indiana Pacers,95
"Fri, Feb 26, 2016",10:30 pm,Memphis Grizzlies,112,Los Angeles Lakers,95
"Fri, Feb 26, 2016",7:30 pm,Orlando Magic,95,New York Knicks,108
"Fri, Feb 26, 2016",7:00 pm,Washington Wizards,103,Philadelphia 76ers,94
"Fri, Feb 26, 2016",10:00 pm,Los Angeles Clippers,117,Sacramento Kings,107
"Fri, Feb 26, 2016",7:30 pm,Cleveland Cavaliers,97,Toronto Raptors,99
"Sat, Feb 27, 2016",3:00 pm,Miami Heat,89,Boston Celtics,101
"Sat, Feb 27, 2016",8:00 pm,Portland Trail Blazers,103,Chicago Bulls,95
"Sat, Feb 27, 2016",8:00 pm,San Antonio Spurs,104,Houston Rockets,94
"Sat, Feb 27, 2016",8:30 pm,Detroit Pistons,102,Milwaukee Bucks,91
"Sat, Feb 27, 2016",7:00 pm,Minnesota Timberwolves,112,New Orleans Pelicans,110
"Sat, Feb 27, 2016",8:30 pm,Golden State Warriors,121,Oklahoma City Thunder,118
"Sat, Feb 27, 2016",9:30 pm,Memphis Grizzlies,106,Phoenix Suns,111
"Sat, Feb 27, 2016",9:30 pm,Brooklyn Nets,98,Utah Jazz,96
"Sun, Feb 28, 2016",3:30 pm,Charlotte Hornets,76,Atlanta Hawks,87
"Sun, Feb 28, 2016",7:00 pm,Minnesota Timberwolves,101,Dallas Mavericks,128
"Sun, Feb 28, 2016",6:00 pm,Toronto Raptors,101,Detroit Pistons,114
"Sun, Feb 28, 2016",6:00 pm,Portland Trail Blazers,111,Indiana Pacers,102
"Sun, Feb 28, 2016",7:30 pm,Miami Heat,98,New York Knicks,81
"Sun, Feb 28, 2016",6:00 pm,Philadelphia 76ers,116,Orlando Magic,130
"Sun, Feb 28, 2016",1:00 pm,Cleveland Cavaliers,99,Washington Wizards,113
"Mon, Feb 29, 2016",7:30 pm,Utah Jazz,95,Boston Celtics,100
"Mon, Feb 29, 2016",7:00 pm,Indiana Pacers,96,Cleveland Cavaliers,100
"Mon, Feb 29, 2016",9:00 pm,Memphis Grizzlies,103,Denver Nuggets,96
"Mon, Feb 29, 2016",10:30 pm,Brooklyn Nets,95,Los Angeles Clippers,105
"Mon, Feb 29, 2016",8:00 pm,Houston Rockets,121,Milwaukee Bucks,128
"Mon, Feb 29, 2016",10:00 pm,Oklahoma City Thunder,131,Sacramento Kings,116
"Mon, Feb 29, 2016",7:00 pm,Philadelphia 76ers,108,Washington Wizards,116
Date,Start (ET),Visitor/Neutral,PTS,Home/Neutral,PTS
"Tue, Mar 1, 2016",7:00 pm,Phoenix Suns,92,Charlotte Hornets,126
"Tue, Mar 1, 2016",8:30 pm,Orlando Magic,108,Dallas Mavericks,121
"Tue, Mar 1, 2016",10:30 pm,Atlanta Hawks,105,Golden State Warriors,109
"Tue, Mar 1, 2016",10:30 pm,Brooklyn Nets,101,Los Angeles Lakers,107
"Tue, Mar 1, 2016",7:30 pm,Chicago Bulls,111,Miami Heat,129
"Tue, Mar 1, 2016",7:30 pm,Portland Trail Blazers,104,New York Knicks,85
"Wed, Mar 2, 2016",7:30 pm,Portland Trail Blazers,93,Boston Celtics,116
"Wed, Mar 2, 2016",9:00 pm,Los Angeles Lakers,107,Denver Nuggets,117
"Wed, Mar 2, 2016",8:00 pm,New Orleans Pelicans,95,Houston Rockets,100
"Wed, Mar 2, 2016",10:30 pm,Oklahoma City Thunder,98,Los Angeles Clippers,103
"Wed, Mar 2, 2016",8:00 pm,Sacramento Kings,98,Memphis Grizzlies,104
"Wed, Mar 2, 2016",8:00 pm,Indiana Pacers,104,Milwaukee Bucks,99
"Wed, Mar 2, 2016",8:00 pm,Washington Wizards,104,Minnesota Timberwolves,98
"Wed, Mar 2, 2016",7:00 pm,Chicago Bulls,89,Orlando Magic,102
"Wed, Mar 2, 2016",7:00 pm,Charlotte Hornets,119,Philadelphia 76ers,99
"Wed, Mar 2, 2016",8:00 pm,Detroit Pistons,81,San Antonio Spurs,97
"Wed, Mar 2, 2016",7:30 pm,Utah Jazz,94,Toronto Raptors,104
"Thu, Mar 3, 2016",8:30 pm,Sacramento Kings,104,Dallas Mavericks,101
"Thu, Mar 3, 2016",10:30 pm,Oklahoma City Thunder,106,Golden State Warriors,121
"Thu, Mar 3, 2016",7:30 pm,Phoenix Suns,92,Miami Heat,108
"Thu, Mar 3, 2016",8:00 pm,San Antonio Spurs,94,New Orleans Pelicans,86
"Fri, Mar 4, 2016",7:30 pm,New York Knicks,104,Boston Celtics,105
"Fri, Mar 4, 2016",7:00 pm,Indiana Pacers,101,Charlotte Hornets,108
"Fri, Mar 4, 2016",8:00 pm,Washington Wizards,83,Cleveland Cavaliers,108
"Fri, Mar 4, 2016",9:00 pm,Brooklyn Nets,121,Denver Nuggets,120
"Fri, Mar 4, 2016",10:30 pm,Atlanta Hawks,106,Los Angeles Lakers,77
"Fri, Mar 4, 2016",8:00 pm,Utah Jazz,88,Memphis Grizzlies,94
"Fri, Mar 4, 2016",8:00 pm,Minnesota Timberwolves,101,Milwaukee Bucks,116
"Fri, Mar 4, 2016",7:00 pm,Phoenix Suns,102,Orlando Magic,84
"Fri, Mar 4, 2016",7:00 pm,Miami Heat,112,Philadelphia 76ers,102
"Fri, Mar 4, 2016",7:30 pm,Portland Trail Blazers,115,Toronto Raptors,117
"Sat, Mar 5, 2016",8:30 pm,Houston Rockets,100,Chicago Bulls,108
"Sat, Mar 5, 2016",7:00 pm,Boston Celtics,103,Cleveland Cavaliers,120
"Sat, Mar 5, 2016",10:30 pm,Atlanta Hawks,107,Los Angeles Clippers,97
"Sat, Mar 5, 2016",8:00 pm,Brooklyn Nets,118,Minnesota Timberwolves,132
"Sat, Mar 5, 2016",7:00 pm,Utah Jazz,106,New Orleans Pelicans,94
"Sat, Mar 5, 2016",7:00 pm,Detroit Pistons,89,New York Knicks,102
"Sat, Mar 5, 2016",8:30 pm,Sacramento Kings,94,San Antonio Spurs,104
"Sat, Mar 5, 2016",7:00 pm,Indiana Pacers,100,Washington Wizards,99
"Sun, Mar 6, 2016",5:00 pm,Dallas Mavericks,114,Denver Nuggets,116
"Sun, Mar 6, 2016",6:00 pm,Portland Trail Blazers,103,Detroit Pistons,123
"Sun, Mar 6, 2016",3:30 pm,Golden State Warriors,95,Los Angeles Lakers,112
"Sun, Mar 6, 2016",4:00 pm,Phoenix Suns,109,Memphis Grizzlies,100
