date,away,home,amp,afg,afga,afg_pct,afg3,afg3a,afg3_pct,aft,afta,aft_pct,aord,adrb,atrb,aast,astl,ablk,atov,apf,apts,hmp,hfg,hfga,hfg_pct,hfg3,hfg3a,fhg3_pct,hft,hfta,hft_pct,hord,hdrb,htrb,hast,hstl,hblk,htov,hpf,hpts
2016-12-31,Clippers,Thunder,240,31,75,.413,8,30,.267,18,21,.857,7,31,38,14,4,4,15,25,88,240,37,78,.474,10,29,.345,30,35,.857,8,36,44,25,9,6,9,20,114
2016-12-31,Grizzlies,Kings,240,44,87,.506,17,35,.486,7,9,.778,12,28,40,25,6,3,7,20,112,240,31,72,.431,11,28,.393,25,28,.893,11,28,39,17,6,3,12,12,98
2016-12-31,Suns,Jazz,240,36,87,.414,7,17,.412,7,10,.700,9,32,41,9,6,2,9,21,86,240,35,73,.479,8,20,.400,13,20,.650,6,40,46,17,3,4,15,16,91
2017-01-01,Spurs,Hawks,265,42,90,.467,9,27,.333,19,22,.864,9,38,47,27,5,6,12,21,112,265,42,92,.457,14,28,.500,16,27,.593,11,35,46,25,6,6,11,21,114
2017-01-01,Magic,Pacers,240,42,97,.433,10,38,.263,10,11,.909,10,32,42,25,6,7,10,22,104,240,43,86,.500,9,22,.409,22,24,.917,8,38,46,28,5,5,11,16,117
2017-01-01,Raptors,Lakers,240,42,75,.560,10,17,.588,29,32,.906,5,35,40,18,5,9,16,25,123,240,37,92,.402,15,32,.469,25,31,.806,16,27,43,19,8,3,7,21,114
2017-01-01,Pistons,Heat,240,42,86,.488,9,22,.409,14,22,.636,10,38,48,16,7,5,12,18,107,240,35,77,.455,14,26,.538,14,18,.778,3,31,34,25,6,4,10,22,98
2017-01-01,Trailblazers,Timberwolves,240,36,73,.493,6,22,.273,17,28,.607,4,37,41,13,10,8,14,19,95,240,35,87,.402,7,23,.304,12,18,.667,13,34,47,21,11,5,16,25,89
2017-01-02,Jazz,Nets,240,39,93,.419,7,24,.292,16,20,.800,12,34,46,11,9,5,9,19,101,240,33,78,.423,6,27,.222,17,23,.739,8,36,44,13,5,5,15,20,89
2017-01-02,Hornets,Bulls,240,41,83,.494,9,19,.474,20,22,.909,7,27,34,24,7,3,14,19,111,240,42,90,.467,7,23,.304,27,29,.931,15,30,45,23,10,9,10,17,118
2017-01-02,Pelicans,Cavaliers,240,32,88,.364,11,26,.423,7,10,.700,8,37,45,26,6,6,13,18,82,240,34,90,.378,6,31,.194,16,22,.727,11,45,56,16,9,4,11,13,90
2017-01-02,Nuggets,Warriors,240,48,101,.475,9,35,.257,14,18,.778,16,32,48,33,10,2,14,21,119,240,50,95,.526,11,25,.440,16,21,.762,12,31,43,33,7,2,13,14,127
2017-01-02,Wizards,Rockets,240,38,87,.437,6,26,.231,9,12,.750,7,38,45,23,9,2,17,21,91,240,37,86,.430,12,39,.308,15,21,.714,7,34,41,25,9,9,13,12,101
2017-01-02,Suns,Clippers,240,39,102,.382,2,15,.133,18,22,.818,19,29,48,22,11,4,12,29,98,240,37,80,.463,7,16,.438,28,38,.737,12,39,51,17,1,11,19,21,109
2017-01-02,Thunder,Bucks,240,36,78,.462,9,27,.333,13,19,.684,8,32,40,20,7,5,10,20,94,240,38,79,.481,7,19,.368,15,24,.625,7,32,39,21,4,4,10,17,98
2017-01-02,Magic,Knicks,240,45,91,.495,15,31,.484,10,14,.714,13,26,39,35,10,4,12,20,115,240,39,83,.470,8,21,.381,17,24,.708,16,30,46,18,7,5,18,17,103
2017-01-03,Jazz,Celtics,240,38,82,.463,11,26,.423,17,21,.810,8,27,35,27,7,3,10,17,104,240,41,74,.554,17,31,.548,16,17,.941,4,28,32,31,5,6,13,22,115
2017-01-03,Wizards,Mavericks,240,41,92,.446,11,30,.367,12,14,.857,5,33,38,27,6,7,9,19,105,240,37,78,.474,17,32,.531,22,24,.917,2,40,42,20,4,3,12,21,113
2017-01-03,Kings,Nuggets,240,46,88,.523,11,29,.379,17,18,.944,5,28,33,26,7,2,8,13,120,240,41,82,.500,18,38,.474,13,13,1.000,4,28,32,29,6,4,14,18,113
2017-01-03,Pacers,Pistons,240,43,74,.581,9,16,.563,26,30,.867,6,28,34,26,7,7,11,8,121,240,48,97,.495,10,29,.345,10,12,.833,16,26,42,31,5,5,10,19,116
2017-01-03,Grizzlies,Lakers,240,30,77,.390,10,31,.323,32,35,.914,5,34,39,18,6,1,10,16,102,240,42,82,.512,17,33,.515,15,28,.536,9,34,43,34,5,2,9,23,116
2017-01-03,Timberwolves,Sixers,240,33,82,.402,7,24,.292,18,20,.900,9,38,47,20,7,6,17,24,91,240,33,85,.388,7,32,.219,20,25,.800,12,36,48,19,10,7,16,21,93
2017-01-03,Heat,Suns,240,36,91,.396,6,23,.261,12,16,.750,15,28,43,18,8,4,12,23,90,240,36,77,.468,9,23,.391,18,22,.818,13,36,49,21,7,7,18,23,99
2017-01-03,Raptors,Spurs,240,31,83,.373,4,18,.222,16,22,.727,14,29,43,8,8,4,12,17,82,240,43,78,.551,13,24,.542,11,15,.733,6,37,43,32,7,15,15,18,110
2017-01-04,Thunder,Hornets,240,42,96,.438,9,30,.300,19,23,.826,14,37,51,22,6,3,14,31,112,240,37,80,.463,9,24,.375,40,49,.816,10,33,43,25,8,10,11,21,123
2017-01-04,Bulls,Cavaliers,240,41,85,.482,13,30,.433,11,15,.733,12,31,43,23,8,3,12,18,106,240,34,83,.410,8,25,.320,18,24,.750,16,28,44,13,6,2,15,16,94
2017-01-04,Trailblazers,Warriors,240,40,89,.449,12,26,.462,25,28,.893,11,33,44,23,8,5,17,26,117,240,44,87,.506,13,36,.361,24,29,.828,8,31,39,31,14,9,15,20,125
2017-01-04,Grizzlies,Clippers,240,38,88,.432,11,28,.393,19,25,.760,12,31,43,30,6,5,9,31,106,240,37,73,.507,9,23,.391,32,45,.711,8,37,45,23,5,5,13,23,115
2017-01-04,Bucks,Knicks,240,37,78,.474,9,28,.321,22,31,.710,7,35,42,20,7,5,13,15,105,240,42,94,.447,13,28,.464,7,12,.583,15,31,46,26,9,3,13,19,104
2017-01-04,Hawks,Magic,240,44,81,.543,10,19,.526,13,18,.722,3,36,39,27,12,3,12,12,111,240,37,86,.430,9,28,.321,9,10,.900,10,30,40,19,9,6,17,17,92
2017-01-04,Heat,Kings,240,35,72,.486,12,28,.429,25,29,.862,7,32,39,24,8,9,18,20,107,240,40,78,.513,8,20,.400,14,17,.824,4,22,26,26,8,3,16,28,102
2017-01-05,Suns,Mavericks,240,38,85,.447,7,17,.412,19,22,.864,18,35,53,15,4,3,15,21,102,240,36,79,.456,9,29,.310,14,17,.824,7,24,31,18,6,7,10,20,95
2017-01-05,Spurs,Nuggets,240,51,90,.567,12,24,.500,13,17,.765,7,34,41,34,5,8,7,15,127,240,39,86,.453,7,25,.280,14,17,.824,11,27,38,25,7,3,13,17,99
2017-01-05,Hornets,Pistons,240,37,91,.407,10,26,.385,30,34,.882,8,41,49,20,4,5,5,23,114,240,39,97,.402,10,28,.357,27,32,.844,16,40,56,24,2,6,7,23,115
2017-01-05,Thunder,Rockets,240,41,91,.451,12,30,.400,22,27,.815,16,38,54,15,6,9,9,21,116,240,41,86,.477,15,39,.385,21,30,.700,9,34,43,27,6,3,9,20,118
2017-01-05,Nets,Pacers,240,41,90,.456,17,38,.447,10,13,.769,8,37,45,22,5,8,13,17,109,240,48,93,.516,10,22,.455,15,19,.789,7,37,44,23,7,9,6,12,121
2017-01-05,Hawks,Pelicans,240,38,90,.422,9,23,.391,14,17,.824,12,43,55,23,9,6,14,14,99,240,34,93,.366,15,35,.429,11,14,.786,15,37,52,19,8,4,15,18,94
2017-01-05,Lakers,Trailblazers,240,36,86,.419,10,31,.323,27,33,.818,10,30,40,15,7,3,11,25,109,240,43,81,.531,12,33,.364,20,30,.667,8,39,47,29,6,5,13,21,118
2017-01-05,Jazz,Raptors,240,34,73,.466,7,20,.350,18,21,.857,12,34,46,16,2,4,18,22,93,240,36,91,.396,8,21,.381,21,28,.750,21,24,45,14,10,6,4,19,101
2017-01-06,Sixers,Celtics,240,37,79,.468,9,28,.321,23,26,.885,4,37,41,30,9,11,15,23,106,240,35,87,.402,19,40,.475,21,25,.840,12,30,42,28,6,11,17,22,110
2017-01-06,Cavaliers,Nets,240,38,88,.432,9,33,.273,31,43,.721,5,41,46,19,14,3,12,16,116,240,41,91,.451,9,30,.300,17,19,.895,10,42,52,21,6,1,19,34,108
2017-01-06,Grizzlies,Warriors,265,50,103,.485,13,33,.394,15,19,.789,14,33,47,29,13,0,12,28,128,265,41,83,.494,8,30,.267,29,39,.744,7,37,44,23,7,5,16,21,119
2017-01-06,Heat,Lakers,240,38,92,.413,8,32,.250,16,27,.593,11,30,41,17,5,7,10,23,100,240,48,96,.500,10,28,.357,21,29,.724,18,44,62,22,6,2,11,22,127
2017-01-06,Knicks,Bucks,240,41,83,.494,13,23,.565,21,27,.778,11,29,40,29,5,6,14,21,116,240,39,78,.500,12,22,.545,21,28,.750,6,29,35,24,9,11,14,19,111
2017-01-06,Rockets,Magic,240,39,86,.453,15,49,.306,7,12,.583,12,33,45,26,12,1,15,15,100,240,38,91,.418,8,23,.348,9,13,.692,19,30,49,18,8,2,15,14,93
2017-01-06,Clippers,Kings,240,39,84,.464,13,31,.419,15,21,.714,8,37,45,28,6,5,8,13,106,240,36,87,.414,9,30,.300,17,22,.773,12,38,50,23,4,3,6,18,98
2017-01-06,Timberwolves,Wizards,240,42,88,.477,7,18,.389,14,17,.824,12,26,38,22,6,2,10,15,105,240,46,79,.582,12,22,.545,8,9,.889,5,28,33,31,3,7,13,18,112
2017-01-07,Pelicans,Celtics,240,40,85,.471,10,31,.323,18,23,.783,9,33,42,22,7,7,11,20,108,240,40,93,.430,18,36,.500,19,21,.905,15,32,47,26,6,5,10,22,117
2017-01-07,Raptors,Bulls,265,37,85,.435,8,31,.258,36,43,.837,6,35,41,20,11,5,10,22,118,265,38,97,.392,11,28,.393,36,39,.923,17,43,60,25,5,2,14,27,123
2017-01-07,Hawks,Mavericks,240,30,74,.405,11,22,.500,26,32,.813,6,41,47,19,8,1,10,15,97,240,32,82,.390,9,36,.250,9,10,.900,6,35,41,18,7,3,14,25,82
2017-01-07,Knicks,Pacers,240,40,87,.460,12,31,.387,17,24,.708,6,26,32,25,9,7,17,24,109,240,43,86,.500,11,24,.458,26,28,.929,12,41,53,25,11,0,19,23,123
2017-01-07,Jazz,Timberwolves,240,32,77,.416,8,23,.348,22,28,.786,10,29,39,23,12,6,8,19,94,240,35,80,.438,7,20,.350,15,21,.714,14,34,48,23,3,3,15,21,92
2017-01-07,Nuggets,Thunder,240,40,99,.404,9,24,.375,17,24,.708,15,38,53,18,7,4,12,23,106,240,43,89,.483,12,36,.333,23,29,.793,6,43,49,23,8,11,10,20,121
2017-01-07,Hornets,Spurs,240,30,75,.400,4,21,.190,21,25,.840,8,40,48,18,5,4,15,14,85,240,36,89,.404,13,34,.382,17,20,.850,9,34,43,29,9,8,7,21,102
2017-01-08,Sixers,Nets,240,37,94,.394,8,27,.296,23,27,.852,6,40,46,19,11,5,13,17,105,240,36,78,.462,10,27,.370,13,17,.765,4,36,40,21,6,8,22,23,95
2017-01-08,Heat,Clippers,240,31,84,.369,7,27,.259,17,21,.810,11,39,50,14,6,5,15,21,86,240,36,86,.419,9,30,.300,17,25,.680,9,42,51,27,8,3,11,20,98
2017-01-08,Magic,Lakers,240,34,90,.378,7,26,.269,20,29,.690,18,36,54,24,5,3,18,20,95,240,42,87,.483,8,32,.250,19,24,.792,6,41,47,23,8,5,13,21,111
2017-01-08,Jazz,Grizzlies,240,28,72,.389,9,23,.391,14,23,.609,11,32,43,14,8,3,17,19,79,240,34,78,.436,9,24,.375,11,14,.786,5,32,37,19,11,2,13,23,88
2017-01-08,Wizards,Bucks,240,41,84,.488,10,32,.313,15,18,.833,13,36,49,23,10,4,19,22,107,240,37,80,.463,9,23,.391,18,20,.900,5,27,32,25,14,3,16,20,101
2017-01-08,Cavaliers,Suns,240,44,82,.537,15,34,.441,17,19,.895,13,25,38,15,8,5,20,12,120,240,46,87,.529,9,27,.333,15,19,.789,13,23,36,23,12,7,14,19,116
2017-01-08,Pistons,Trailblazers,290,54,105,.514,8,25,.320,9,12,.750,6,35,41,19,14,3,9,16,125,290,51,98,.520,15,35,.429,7,12,.583,7,35,42,36,5,5,16,11,124
2017-01-08,Warriors,Kings,240,45,89,.506,10,29,.345,17,20,.850,13,33,46,33,11,6,17,22,117,240,36,74,.486,11,28,.393,23,29,.793,1,30,31,21,13,5,18,17,106
2017-01-08,Rockets,Raptors,240,46,89,.517,11,38,.289,26,31,.839,10,29,39,27,9,6,15,22,129,240,42,78,.538,11,25,.440,27,30,.900,4,35,39,19,7,3,17,25,122
2017-01-09,Thunder,Bulls,240,47,83,.566,7,24,.292,8,11,.727,6,36,42,30,5,5,12,17,109,240,34,83,.410,7,19,.368,19,22,.864,9,29,38,18,7,2,11,13,94
2017-01-09,Mavericks,Timberwolves,240,36,78,.462,13,28,.464,7,9,.778,5,20,25,24,3,2,14,21,92,240,40,71,.563,6,16,.375,15,21,.714,9,33,42,30,11,4,18,24,101
2017-01-09,Pelicans,Knicks,240,41,84,.488,12,27,.444,16,19,.842,8,31,39,24,11,7,8,14,110,240,36,85,.424,11,29,.379,13,16,.813,12,33,45,17,5,4,14,18,96
2017-01-10,Hawks,Nets,240,44,92,.478,7,23,.304,22,38,.579,15,38,53,25,11,12,12,17,117,240,35,87,.402,10,29,.345,17,23,.739,14,34,48,22,5,4,17,24,97
2017-01-10,Heat,Warriors,240,38,90,.422,6,30,.200,13,17,.765,6,40,46,25,6,4,11,22,95,240,39,86,.453,11,27,.407,18,22,.818,5,43,48,28,6,7,11,16,107
2017-01-10,Hornets,Rockets,240,44,92,.478,19,43,.442,7,9,.778,5,38,43,30,3,4,11,21,114,240,40,82,.488,17,39,.436,24,33,.727,6,38,44,25,8,5,10,17,121
2017-01-10,Trailblazers,Lakers,240,43,85,.506,7,21,.333,15,20,.750,9,41,50,25,6,9,11,21,108,240,32,83,.386,9,24,.375,14,26,.538,9,29,38,18,7,5,10,18,87
2017-01-10,Pistons,Kings,240,36,82,.439,12,27,.444,10,16,.625,8,27,35,14,12,9,12,24,94,240,32,73,.438,13,23,.565,23,29,.793,12,33,45,21,6,3,16,17,100
2017-01-10,Bucks,Spurs,240,44,84,.524,10,19,.526,11,13,.846,11,27,38,32,8,6,12,18,109,240,42,88,.477,12,30,.400,11,14,.786,13,28,41,22,5,7,14,10,107
2017-01-10,Celtics,Raptors,240,40,85,.471,9,27,.333,17,20,.850,6,27,33,21,7,3,14,20,106,240,41,87,.471,10,22,.455,22,27,.815,17,33,50,17,9,7,17,21,114
2017-01-10,Cavaliers,Jazz,240,31,85,.365,9,31,.290,21,25,.840,13,29,42,15,6,2,16,19,92,240,38,79,.481,13,34,.382,11,19,.579,11,35,46,22,8,4,18,21,100
2017-01-10,Bulls,Wizards,240,35,88,.398,10,27,.370,19,21,.905,12,32,44,19,10,2,17,18,99,240,42,83,.506,11,22,.500,6,9,.667,7,35,42,24,8,6,21,24,101
2017-01-11,Wizards,Celtics,240,45,105,.429,10,26,.385,8,12,.667,16,28,44,28,10,3,7,13,108,240,43,85,.506,17,41,.415,14,18,.778,10,35,45,20,5,7,14,10,117
2017-01-11,Magic,Clippers,240,39,92,.424,6,27,.222,12,18,.667,6,29,35,21,8,3,13,21,96,240,39,76,.513,9,26,.346,18,26,.692,9,40,49,23,11,5,21,20,105
2017-01-11,Rockets,Timberwolves,240,36,87,.414,15,42,.357,18,22,.818,7,25,32,23,7,4,15,23,105,240,44,81,.543,8,23,.348,23,25,.920,9,40,49,31,8,9,17,19,119
2017-01-11,Grizzlies,Thunder,240,38,92,.413,7,24,.292,12,21,.571,13,26,39,18,11,5,10,26,95,240,36,81,.444,8,26,.308,23,29,.793,11,42,53,21,5,4,16,18,103
2017-01-11,Knicks,Sixers,240,42,86,.488,4,22,.182,9,10,.900,8,32,40,20,7,8,13,22,97,240,37,95,.389,7,28,.250,17,21,.810,18,29,47,27,7,1,14,12,98
2017-01-11,Cavaliers,Trailblazers,240,28,82,.341,9,30,.300,21,28,.750,13,35,48,14,5,4,15,20,86,240,40,93,.430,10,30,.333,12,16,.750,13,38,51,29,6,9,9,17,102
2017-01-12,Pelicans,Nets,240,38,90,.422,11,32,.344,17,25,.680,9,41,50,16,12,4,16,16,104,240,40,97,.412,9,42,.214,6,11,.545,7,43,50,22,10,6,16,20,95
2017-01-12,Pacers,Nuggets,240,44,94,.468,12,29,.414,12,13,.923,12,22,34,26,9,4,16,15,112,240,52,91,.571,15,32,.469,21,23,.913,13,35,48,37,10,5,15,16,140
2017-01-12,Pistons,Warriors,240,43,88,.489,6,28,.214,15,20,.750,9,31,40,20,10,4,19,19,107,240,50,89,.562,15,29,.517,12,18,.667,6,31,37,39,14,4,18,14,127
2017-01-12,Bulls,Knicks,240,35,89,.393,3,18,.167,16,21,.762,14,29,43,20,5,4,12,12,89,240,44,92,.478,7,23,.304,9,11,.818,17,31,48,21,3,7,12,17,104
2017-01-12,Mavericks,Suns,240,43,89,.483,15,34,.441,12,17,.706,8,24,32,29,11,8,9,20,113,240,38,78,.487,10,18,.556,22,27,.815,13,34,47,15,2,4,19,23,108
2017-01-12,Lakers,Spurs,240,35,85,.412,6,20,.300,18,25,.720,9,20,29,23,6,3,9,25,94,240,49,81,.605,10,21,.476,26,29,.897,7,39,46,32,5,5,12,20,134
2017-01-13,Celtics,Hawks,240,36,83,.434,17,44,.386,14,19,.737,9,34,43,22,7,3,12,16,103,240,36,84,.429,11,30,.367,18,21,.857,12,31,43,22,5,5,12,17,101
2017-01-13,Grizzlies,Rockets,240,41,76,.539,10,27,.370,18,27,.667,8,37,45,25,8,3,22,29,110,240,33,82,.402,10,41,.244,29,36,.806,10,21,31,19,9,2,12,20,105
2017-01-13,Heat,Bucks,240,41,83,.494,12,32,.375,14,18,.778,4,23,27,33,6,8,8,21,108,240,40,80,.500,9,15,.600,27,31,.871,13,33,46,28,8,6,11,18,116
2017-01-13,Thunder,Timberwolves,240,33,85,.388,3,20,.150,17,21,.810,16,31,47,19,10,2,18,21,86,240,39,86,.453,5,18,.278,13,14,.929,9,33,42,21,11,6,15,22,96
2017-01-13,Hornets,Sixers,240,28,85,.329,6,23,.261,31,32,.969,16,25,41,11,12,2,19,19,93,240,36,76,.474,14,38,.368,16,20,.800,10,28,38,26,12,9,20,27,102
2017-01-13,Magic,Trailblazers,240,41,83,.494,10,18,.556,23,26,.885,9,36,45,21,5,5,15,19,115,240,39,97,.402,10,34,.294,21,25,.840,12,31,43,19,6,9,9,20,109
2017-01-13,Cavaliers,Kings,240,44,87,.506,15,37,.405,17,22,.773,10,29,39,27,11,3,12,20,120,240,42,80,.525,9,25,.360,15,19,.789,11,31,42,23,7,5,21,22,108
2017-01-13,Nets,Raptors,240,40,86,.465,17,36,.472,16,20,.800,4,31,35,26,5,1,11,16,113,240,52,97,.536,11,28,.393,17,21,.810,13,36,49,21,7,9,8,17,132
2017-01-13,Pistons,Jazz,240,30,76,.395,6,17,.353,11,16,.688,3,32,35,15,5,4,13,16,77,240,43,80,.538,16,31,.516,8,13,.615,7,40,47,22,10,6,12,14,110
2017-01-14,Pelicans,Bulls,240,39,84,.464,7,23,.304,14,21,.667,6,36,42,27,3,6,11,19,99,240,43,101,.426,8,20,.400,13,23,.565,21,42,63,22,10,6,10,20,107
2017-01-14,Lakers,Clippers,240,36,80,.450,10,21,.476,15,27,.556,6,34,40,21,3,2,14,20,97,240,48,92,.522,10,28,.357,7,8,.875,7,35,42,28,6,6,7,24,113
2017-01-14,Spurs,Suns,240,36,71,.507,9,20,.450,24,34,.706,6,27,33,15,8,1,16,18,105,240,39,85,.459,8,21,.381,22,24,.917,15,30,45,18,10,0,15,30,108
2017-01-14,Magic,Jazz,240,38,82,.463,12,34,.353,19,27,.704,7,33,40,23,10,2,14,28,107,240,41,83,.494,7,26,.269,25,36,.694,9,35,44,28,6,2,13,20,114
2017-01-14,Sixers,Wizards,240,36,87,.414,10,31,.323,11,21,.524,15,34,49,20,6,2,16,19,93,240,44,91,.484,8,17,.471,13,18,.722,12,38,50,18,9,2,11,18,109
2017-01-15,Bucks,Hawks,240,39,79,.494,6,19,.316,14,18,.778,13,23,36,25,11,4,16,25,98,240,42,80,.525,13,26,.500,14,18,.778,14,23,37,29,9,4,19,20,111
2017-01-15,Rockets,Nets,240,46,92,.500,21,44,.477,24,32,.750,13,39,52,30,9,3,13,21,137,240,41,93,.441,15,44,.341,15,19,.789,9,29,38,29,9,5,16,25,112
2017-01-15,Timberwolves,Mavericks,240,35,80,.438,5,21,.238,12,18,.667,10,34,44,20,7,1,12,16,87,240,36,77,.468,12,29,.414,14,19,.737,6,35,41,21,8,8,11,18,98
2017-01-15,Pistons,Lakers,240,41,95,.432,9,25,.360,11,16,.688,10,36,46,24,6,6,7,22,102,240,36,83,.434,6,26,.231,19,24,.792,9,41,50,19,2,4,14,18,97
2017-01-15,Bulls,Grizzlies,240,40,78,.513,4,17,.235,24,35,.686,6,41,47,18,8,5,12,14,108,240,40,95,.421,11,32,.344,13,13,1.000,13,37,50,24,6,3,10,22,104
2017-01-15,Thunder,Kings,240,40,90,.444,9,28,.321,33,41,.805,17,27,44,20,14,4,19,28,122,240,37,81,.457,9,25,.360,35,40,.875,14,30,44,24,13,6,22,29,118
2017-01-15,Knicks,Raptors,240,35,84,.417,12,29,.414,19,27,.704,11,30,41,21,7,7,14,16,101,240,44,89,.494,8,22,.364,20,23,.870,10,32,42,21,9,4,10,20,116
2017-01-16,Hornets,Celtics,240,38,86,.442,8,25,.320,14,17,.824,10,32,42,25,4,4,11,15,98,240,42,84,.500,15,39,.385,9,10,.900,8,36,44,29,6,3,12,11,108
2017-01-16,Magic,Nuggets,240,45,88,.511,8,25,.320,14,18,.778,7,27,34,28,6,1,14,10,112,240,52,89,.584,9,27,.333,12,15,.800,9,30,39,33,11,3,14,17,125
2017-01-16,Cavaliers,Warriors,240,31,88,.352,9,34,.265,20,27,.741,7,28,35,11,7,4,15,21,91,240,46,91,.505,15,34,.441,19,24,.792,11,47,58,37,10,11,16,22,126
2017-01-16,Pelicans,Pacers,240,36,83,.434,10,25,.400,13,18,.722,8,30,38,18,7,6,14,17,95,240,41,81,.506,5,19,.263,11,16,.688,5,40,45,26,11,6,16,18,98
2017-01-16,Thunder,Clippers,240,36,85,.424,10,30,.333,16,19,.842,9,27,36,18,10,4,15,15,98,240,45,82,.549,12,28,.429,18,22,.818,10,37,47,27,9,5,15,15,120
2017-01-16,Sixers,Bucks,240,35,78,.449,14,37,.378,29,36,.806,13,38,51,25,8,9,18,23,113,240,42,89,.472,5,14,.357,15,22,.682,10,28,38,23,8,5,12,23,104
2017-01-16,Hawks,Knicks,240,40,87,.460,12,32,.375,16,23,.696,8,28,36,26,11,3,10,15,108,240,42,85,.494,8,26,.308,15,23,.652,15,38,53,21,8,3,18,22,107
2017-01-16,Jazz,Suns,240,41,89,.461,8,23,.348,16,24,.667,14,32,46,22,4,6,8,16,106,240,40,81,.494,5,22,.227,16,17,.941,6,33,39,13,4,5,9,21,101
2017-01-16,Trailblazers,Wizards,240,37,88,.420,8,26,.308,19,25,.760,14,31,45,22,6,5,15,20,101,240,42,86,.488,13,23,.565,23,25,.920,12,39,51,26,10,5,12,18,120
2017-01-17,Raptors,Nets,240,48,92,.522,10,19,.526,13,16,.813,10,34,44,18,8,6,9,19,119,240,40,89,.449,7,26,.269,22,24,.917,11,30,41,20,7,6,13,19,109
2017-01-17,Mavericks,Bulls,240,37,78,.474,11,28,.393,14,18,.778,6,30,36,27,5,2,12,21,99,240,37,82,.451,6,14,.429,18,22,.818,11,32,43,23,6,3,13,22,98
2017-01-17,Nuggets,Lakers,240,50,88,.568,11,26,.423,16,26,.615,13,32,45,29,5,9,17,17,127,240,47,108,.435,11,30,.367,16,18,.889,20,23,43,28,11,5,12,21,121
2017-01-17,Rockets,Heat,240,36,90,.400,9,39,.231,22,28,.786,11,38,49,21,8,3,17,16,103,240,42,90,.467,9,29,.310,16,24,.667,11,41,52,21,11,1,15,24,109
2017-01-17,Timberwolves,Spurs,240,36,73,.493,6,13,.462,36,41,.878,6,33,39,26,5,6,18,22,114,240,43,84,.512,8,18,.444,28,35,.800,6,28,34,27,9,3,7,29,122
2017-01-18,Knicks,Celtics,240,46,91,.505,10,25,.400,15,18,.833,18,39,57,27,2,8,14,24,117,240,35,91,.385,9,33,.273,27,29,.931,9,24,33,25,8,8,3,15,106
2017-01-18,Trailblazers,Hornets,240,33,94,.351,8,31,.258,11,11,1.000,15,35,50,18,10,12,15,11,85,240,41,87,.471,11,26,.423,14,17,.824,8,43,51,28,11,7,12,13,107
2017-01-18,Hawks,Pistons,240,30,78,.385,6,25,.240,29,37,.784,8,24,32,22,1,4,12,21,95,240,45,91,.495,10,25,.400,18,28,.643,18,42,60,27,6,0,12,29,118
2017-01-18,Thunder,Warriors,240,38,90,.422,8,28,.286,16,19,.842,13,23,36,23,11,6,18,22,100,240,46,85,.541,10,21,.476,19,27,.704,11,35,46,35,11,8,18,16,121
2017-01-18,Bucks,Rockets,240,37,93,.398,7,28,.250,11,14,.786,15,35,50,26,8,8,18,14,92,240,43,95,.453,14,44,.318,11,15,.733,13,33,46,25,9,12,10,17,111
2017-01-18,Magic,Pelicans,240,39,88,.443,11,32,.344,9,11,.818,4,43,47,18,6,5,18,14,98,240,46,93,.495,15,36,.417,11,15,.733,6,39,45,28,11,5,8,13,118
2017-01-18,Raptors,Sixers,240,34,86,.395,6,24,.250,15,23,.652,12,31,43,17,10,2,9,24,89,240,31,69,.449,8,24,.333,24,32,.750,5,41,46,20,5,7,22,21,94
2017-01-18,Pacers,Kings,240,39,75,.520,7,21,.333,21,25,.840,8,24,32,22,11,3,14,21,106,240,35,72,.486,9,21,.429,21,27,.778,10,26,36,28,9,5,21,22,100
2017-01-18,Grizzlies,Wizards,240,33,83,.398,8,25,.320,27,34,.794,17,28,45,20,8,1,12,20,101,240,36,80,.450,8,29,.276,24,26,.923,12,33,45,27,7,3,11,25,104
2017-01-19,Suns,Cavaliers,240,37,85,.435,4,19,.211,25,31,.806,15,31,46,23,10,4,14,22,103,240,43,85,.506,19,42,.452,13,19,.684,4,32,36,29,7,6,12,24,118
2017-01-19,Timberwolves,Clippers,240,40,84,.476,5,16,.313,19,25,.760,13,30,43,25,3,2,13,21,104,240,42,87,.483,4,22,.182,13,24,.542,14,27,41,24,9,6,11,21,101
2017-01-19,Mavericks,Heat,240,37,82,.451,14,36,.389,7,11,.636,5,28,33,17,4,3,9,20,95,240,35,73,.479,9,20,.450,20,29,.690,6,34,40,16,4,1,13,15,99
2017-01-19,Wizards,Knicks,240,44,88,.500,13,32,.406,12,14,.857,10,30,40,29,7,5,15,19,113,240,42,90,.467,7,24,.292,19,22,.864,14,27,41,20,7,4,10,14,110
2017-01-19,Nuggets,Spurs,240,37,91,.407,10,31,.323,20,26,.769,11,32,43,27,5,7,15,19,104,240,44,86,.512,9,22,.409,21,25,.840,6,37,43,28,12,5,7,19,118
2017-01-20,Bulls,Hawks,240,34,81,.420,7,28,.250,18,19,.947,12,29,41,18,12,5,24,17,93,240,39,82,.476,9,22,.409,15,19,.789,10,30,40,23,16,3,19,19,102
2017-01-20,Raptors,Hornets,240,29,86,.337,7,30,.233,13,14,.929,8,25,33,10,7,5,12,20,78,240,40,80,.500,12,25,.480,21,25,.840,11,40,51,24,9,4,14,13,113
2017-01-20,Jazz,Mavericks,265,38,82,.463,8,23,.348,28,39,.718,15,38,53,17,8,5,15,26,112,265,39,87,.448,8,23,.348,21,28,.750,9,33,42,21,5,2,12,26,107
