,fran_id,pts,opp_fran,opp_pts,game_location,date,A Win,Fran_5_PTS,Opp_5_PTS,fran_elo,opp_elo
0,Rockets,120,Hawks,104,A,1976-10-21,1,0.0,0.0,1500.0,1500.0
1,Celtics,129,Pacers,122,A,1976-10-21,1,0.0,0.0,1500.0,1500.0
2,Clippers,133,Bucks,112,A,1976-10-21,1,0.0,0.0,1500.0,1500.0
3,Lakers,97,Knicks,102,A,1976-10-21,0,0.0,0.0,1500.0,1500.0
4,Bulls,95,Cavaliers,106,A,1976-10-22,0,0.0,0.0,1500.0,1500.0
5,Nets,104,Warriors,103,A,1976-10-22,1,0.0,0.0,1500.0,1500.0
6,Nuggets,123,Pacers,110,A,1976-10-22,1,0.0,0.0,1500.0,1490.0
7,Pistons,99,Kings,96,A,1976-10-22,1,0.0,0.0,1500.0,1500.0
8,Suns,98,Jazz,111,A,1976-10-22,0,0.0,0.0,1500.0,1500.0
9,Spurs,121,Sixers,118,A,1976-10-22,1,0.0,0.0,1500.0,1500.0
10,Lakers,103,Wizards,84,A,1976-10-22,1,0.0,0.0,1490.0,1500.0
11,Sixers,105,Clippers,108,A,1976-10-23,0,0.0,0.0,1490.0,1510.0
12,Pacers,97,Bulls,102,A,1976-10-23,0,0.0,0.0,1480.28774368,1490.0
13,Kings,99,Nuggets,120,A,1976-10-23,0,0.0,0.0,1490.0,1509.71225632
14,Wizards,98,Pistons,97,A,1976-10-23,1,0.0,0.0,1489.71225632,1510.0
15,Suns,126,Rockets,129,A,1976-10-23,0,0.0,0.0,1490.0,1510.0
16,Celtics,111,Bucks,107,A,1976-10-23,1,0.0,0.0,1510.0,1490.0
17,Spurs,98,Knicks,117,A,1976-10-23,0,0.0,0.0,1510.0,1510.0
18,Nets,104,Trailblazers,114,A,1976-10-23,0,0.0,0.0,1510.0,1500.0
19,Bucks,91,Hawks,115,A,1976-10-24,0,0.0,0.0,1480.57501128,1490.0
20,Lakers,95,Cavaliers,100,A,1976-10-24,0,0.0,0.0,1500.28774368,1510.0
21,Nets,93,Thunder,104,A,1976-10-24,0,0.0,0.0,1499.71225632,1500.0
22,Spurs,114,Hawks,122,A,1976-10-26,0,0.0,0.0,1500.0,1499.72879354
23,Bucks,88,Bulls,90,A,1976-10-26,0,0.0,0.0,1470.84621774,1499.72053158
24,Thunder,90,Pacers,120,A,1976-10-26,0,0.0,0.0,1509.99171807,1470.5672121
25,Lakers,115,Kings,117,A,1976-10-26,0,0.0,0.0,1490.5672121,1480.56675634
26,Sixers,111,Jazz,101,A,1976-10-26,1,0.0,0.0,1480.57501128,1510.0
27,Clippers,104,Knicks,118,A,1976-10-26,0,0.0,0.0,1519.42498872,1520.0
28,Warriors,96,Trailblazers,110,A,1976-10-26,0,0.0,0.0,1490.0,1510.28774368
29,Thunder,92,Pistons,106,A,1976-10-27,0,0.0,0.0,1498.86183491,1499.41673457
30,Sixers,116,Rockets,94,A,1976-10-27,1,0.0,0.0,1491.41991142,1519.42498872
31,Wizards,93,Nets,96,A,1976-10-27,0,0.0,0.0,1500.29552175,1489.72053824
32,Suns,106,Spurs,115,A,1976-10-27,0,0.0,0.0,1480.57501128,1489.99219405
33,Clippers,105,Celtics,112,A,1976-10-28,0,0.0,0.0,1509.44153886,1519.42498872
34,Knicks,90,Cavaliers,114,A,1976-10-28,0,0.0,0.0,1529.98344986,1519.72053158
35,Bucks,100,Nuggets,119,A,1976-10-28,0,104.6,0.0,1461.67537923,1519.14549998
36,Trailblazers,92,Warriors,112,A,1976-10-28,0,0.0,0.0,1519.70447825,1480.58326543
37,Suns,95,Bulls,82,A,1976-10-29,1,0.0,0.0,1470.84599323,1508.89137009
38,Spurs,102,Kings,130,A,1976-10-29,0,108.2,0.0,1499.7212121,1490.85451313
39,Hawks,101,Lakers,118,A,1976-10-29,0,0.0,102.2,1509.73659949,1480.27945531
40,Wizards,93,Jazz,111,A,1976-10-29,0,0.0,0.0,1489.99124321,1499.15509986
41,Pacers,90,Nets,89,A,1976-10-29,1,105.8,96.8,1481.69709526,1500.02481678
42,Pistons,103,Thunder,106,A,1976-10-29,0,0.0,0.0,1509.40076329,1488.87780619
43,Cavaliers,109,Clippers,105,A,1976-10-30,1,0.0,111.2,1530.01583623,1499.72880659
44,Suns,107,Nuggets,113,A,1976-10-30,0,106.4,0.0,1481.93667124,1527.50629991
45,Hawks,106,Warriors,114,A,1976-10-30,0,106.4,0.0,1498.89078045,1491.70452971
46,Wizards,92,Rockets,105,A,1976-10-30,0,95.8,0.0,1480.25493906,1508.62067896
47,Kings,102,Pacers,112,A,1976-10-30,0,103.4,100.4,1501.10966185,1492.22412073
48,Bulls,74,Bucks,102,A,1976-10-30,0,89.8,92.8,1497.80069208,1453.3145793
49,Jazz,115,Knicks,112,A,1976-10-30,1,0.0,100.8,1508.89140401,1519.68814521
50,Nets,80,Sixers,104,A,1976-10-30,0,92.0,106.6,1489.49779131,1502.22422118
51,Pistons,97,Trailblazers,131,A,1976-10-30,0,97.8,0.0,1498.81075117,1508.58321397
52,Celtics,126,Spurs,117,A,1976-10-30,1,0.0,109.2,1529.137721,1489.46606338
53,Jazz,92,Cavaliers,106,A,1976-10-31,0,101.8,96.2,1519.20205921,1539.14630689
54,Pistons,101,Lakers,121,A,1976-10-31,0,98.2,103.0,1489.09195111,1491.12527435
55,Hawks,112,Thunder,126,A,1976-10-31,0,104.8,98.0,1488.68397302,1499.46781831
56,Knicks,101,Kings,105,A,1976-11-01,0,101.6,103.8,1509.37749001,1490.85397116
57,Cavaliers,82,Nets,75,A,1976-11-01,1,93.6,87.6,1548.572895,1479.86392367
58,Pistons,98,Warriors,111,A,1976-11-02,0,98.2,99.2,1479.15047419,1501.91133714
59,Thunder,113,Bucks,125,A,1976-11-02,0,102.0,93.2,1509.15753393,1464.58804085
60,Celtics,97,Jazz,115,A,1976-11-02,0,113.6,101.6,1538.00081562,1509.7754711
61,Hawks,116,Trailblazers,129,A,1976-11-02,0,109.8,101.0,1478.9942574,1518.30201404
62,Knicks,110,Nuggets,119,A,1976-11-03,0,104.0,107.8,1498.84484487,1536.20217029
63,Celtics,111,Rockets,117,A,1976-11-03,0,110.0,113.0,1527.19020739,1517.80605652
64,Spurs,97,Pacers,113,A,1976-11-03,0,109.0,95.2,1480.60296876,1502.47981142
65,Thunder,106,Kings,126,A,1976-11-03,0,105.2,105.2,1497.88171148,1501.38661631
66,Clippers,96,Nets,100,A,1976-11-03,0,103.8,88.2,1490.59833593,1471.81614307
67,Bucks,105,Wizards,117,A,1976-11-03,0,96.0,96.2,1475.8638633,1471.0695615
68,Bulls,87,Hawks,97,A,1976-11-04,0,88.2,104.4,1486.52723052,1470.12082302
69,Bucks,88,Cavaliers,96,A,1976-11-04,0,96.0,92.2,1465.72588096,1556.6206756
70,Sixers,101,Warriors,96,A,1976-11-04,1,102.6,98.6,1511.85808882,1511.25716242
71,Wizards,107,Celtics,104,A,1976-11-05,1,98.0,109.2,1481.20754384,1516.92017548
72,Nuggets,99,Bulls,85,A,1976-11-05,1,103.0,88.6,1545.13106461,1476.05536683
73,Clippers,122,Pistons,108,A,1976-11-05,1,107.2,104.2,1480.05826697,1469.80464891
74,Pacers,103,Kings,112,A,1976-11-05,0,96.4,102.8,1511.85097612,1511.28574046
75,Knicks,126,Lakers,121,A,1976-11-05,1,108.4,107.6,1489.91595055,1501.06675127
76,Spurs,119,Jazz,127,A,1976-11-05,0,110.0,103.2,1471.23180406,1520.58607932
77,Rockets,91,Nets,95,A,1976-11-05,0,107.2,87.8,1528.07608843,1482.35621203
78,Sixers,104,Trailblazers,146,A,1976-11-05,0,102.4,101.0,1521.84079278,1527.17544842
79,Suns,84,Thunder,88,A,1976-11-05,0,103.6,103.6,1473.24080087,1487.98258733
80,Pistons,110,Hawks,105,A,1976-11-06,1,105.6,106.2,1460.09968611,1480.59268671
81,Rockets,102,Clippers,117,A,1976-11-06,0,102.4,106.8,1516.76770812,1489.76322977
82,Nets,93,Cavaliers,101,A,1976-11-06,0,88.4,92.8,1493.66459235,1564.06260918
83,Knicks,112,Warriors,111,A,1976-11-06,1,112.8,101.8,1500.23678624,1501.27445845
84,Nuggets,105,Bucks,103,A,1976-11-06,1,104.2,97.0,1553.16869435,1458.28394738
85,Pacers,94,Spurs,113,A,1976-11-06,0,97.2,107.6,1501.83470734,1462.6428558
86,Celtics,103,Wizards,109,A,1976-11-06,0,108.8,100.0,1505.89588819,1492.23183114
87,Cavaliers,97,Hawks,107,A,1976-11-07,0,90.4,104.4,1572.06367263,1470.00353382
88,Kings,96,Lakers,107,A,1976-11-07,0,101.6,107.8,1521.30200924,1490.74591558
89,Pistons,115,Jazz,107,A,1976-11-07,1,109.2,107.6,1470.68883901,1529.17502758
90,Knicks,93,Trailblazers,119,A,1976-11-07,0,108.4,100.4,1510.26665276,1537.02191675
91,Sixers,91,Thunder,98,A,1976-11-07,0,98.4,101.2,1511.99432445,1497.55853905
92,Lakers,116,Clippers,121,A,1976-11-09,0,108.0,109.0,1501.62313013,1500.53891973
93,Rockets,111,Bulls,92,A,1976-11-09,1,101.4,93.2,1505.99201816,1468.01773709
94,Warriors,117,Nuggets,123,A,1976-11-09,0,106.8,107.6,1491.24459193,1560.50362171
95,Cavaliers,111,Bucks,90,A,1976-11-09,1,94.2,104.4,1559.20782142,1450.94902002
96,Nets,99,Jazz,110,A,1976-11-09,0,92.2,104.4,1485.66352889,1517.50738225
97,Wizards,97,Knicks,106,A,1976-11-09,0,100.8,107.6,1502.62491167,1501.03521252
98,Kings,102,Trailblazers,119,A,1976-11-09,0,101.6,102.4,1510.42479468,1546.25335699
99,Thunder,114,Spurs,138,A,1976-11-09,0,101.6,110.0,1507.97379542,1473.76612762
100,Lakers,112,Celtics,117,A,1976-11-10,0,110.2,106.0,1491.59192415,1495.50280765
101,Cavaliers,112,Pistons,123,A,1976-11-10,0,100.2,111.4,1566.18895729,1482.35648434
102,Thunder,97,Rockets,99,A,1976-11-10,0,98.4,102.4,1496.99238877,1514.90336215
103,Bulls,88,Sixers,103,A,1976-11-10,0,91.8,92.8,1459.1063931,1501.57906808
104,Jazz,103,Wizards,116,A,1976-11-10,0,106.6,103.0,1526.59340033,1492.57915677
105,Trailblazers,105,Hawks,107,A,1976-11-11,0,104.0,103.0,1555.22576807,1482.85938503
106,Nuggets,94,Clippers,105,A,1976-11-11,0,105.0,106.0,1568.53617846,1510.57012571
107,Kings,94,Warriors,86,A,1976-11-11,1,100.2,104.4,1501.45238361,1483.21203519
108,Pacers,98,Suns,108,A,1976-11-11,0,98.8,98.0,1490.71143552,1463.66484914
109,Nets,104,Spurs,108,A,1976-11-11,0,96.6,105.6,1476.57751082,1484.74753427
110,Jazz,110,Celtics,117,A,1976-11-12,0,109.2,108.6,1515.61750755,1505.39024813
111,Knicks,97,Pistons,111,A,1976-11-12,0,105.0,111.2,1511.08096742,1494.72361566
112,Pacers,106,Lakers,117,A,1976-11-12,0,99.6,111.2,1479.9345409,1481.70448367
113,Rockets,99,Bucks,111,A,1976-11-12,0,100.0,101.6,1524.38829909,1443.96788414
114,Wizards,104,Sixers,143,A,1976-11-12,0,102.8,97.6,1503.55504955,1510.36265959
115,Kings,97,Thunder,102,A,1976-11-12,0,98.4,96.6,1510.92786599,1487.50745183
116,Jazz,115,Hawks,86,A,1976-11-13,1,108.4,102.8,1505.32322835,1494.91264985
117,Celtics,107,Clippers,118,A,1976-11-13,0,107.8,108.2,1515.68452733,1522.22321305
118,Pistons,106,Bulls,103,A,1976-11-13,1,108.0,98.2,1505.19407055,1450.32280159
119,Kings,96,Nuggets,128,A,1976-11-13,0,97.0,102.2,1500.25479146,1556.88309112
120,Pacers,112,Warriors,120,A,1976-11-13,0,102.6,107.2,1469.98548351,1473.7365528
121,Nets,114,Rockets,110,A,1976-11-13,1,100.2,104.6,1466.81261966,1512.11408486
122,Bucks,97,Knicks,110,A,1976-11-13,0,100.0,99.2,1456.24209837,1500.61051253
123,Cavaliers,103,Suns,90,A,1976-11-13,1,103.2,97.4,1553.82182596,1474.44174377
124,Trailblazers,101,Spurs,113,A,1976-11-13,0,101.0,106.4,1543.17250325,1494.51242543
125,Sixers,114,Wizards,109,A,1976-11-13,1,100.2,104.2,1520.16674589,1493.75096325
126,Cavaliers,97,Lakers,95,A,1976-11-14,1,104.0,105.4,1561.57602551,1491.65354106
127,Pistons,104,Bucks,83,A,1976-11-14,1,106.8,103.2,1513.62774957,1447.51222708
128,Pacers,118,Thunder,121,A,1976-11-14,0,105.6,103.4,1460.09344376,1498.18052635
129,Thunder,102,Warriors,110,A,1976-11-16,0,105.6,107.4,1507.08866225,1483.62859255
130,Bucks,91,Kings,100,A,1976-11-16,0,100.4,96.0,1439.39254243,1491.87040369
131,Trailblazers,98,Jazz,100,A,1976-11-16,0,99.8,105.0,1531.78103978,1515.02367746
132,Hawks,97,Knicks,100,A,1976-11-16,0,104.8,96.2,1485.21220074,1509.34038382
133,Clippers,112,Spurs,114,A,1976-11-16,0,106.2,105.0,1532.03503676,1505.90388889
134,Hawks,91,Celtics,104,A,1976-11-17,0,101.0,104.6,1475.9055514,1505.87270362
135,Nets,78,Nuggets,112,A,1976-11-17,0,97.6,98.0,1478.10916143,1565.2674789
136,Jazz,95,Pistons,118,A,1976-11-17,0,104.2,102.8,1525.50561947,1521.74743422
137,Clippers,114,Rockets,120,A,1976-11-17,0,108.6,107.0,1521.28433684,1500.81754309
138,Pacers,123,Sixers,117,A,1976-11-17,1,111.4,104.0,1451.18530787,1529.4079002
139,Bucks,95,Suns,103,A,1976-11-17,0,97.2,97.4,1430.89159415,1466.68754423
140,Cavaliers,78,Thunder,92,A,1976-11-17,0,100.2,98.4,1569.59023258,1496.41445152
141,Knicks,97,Wizards,111,A,1976-11-17,0,97.0,103.0,1518.64703316,1484.50980894
142,Suns,111,Warriors,131,A,1976-11-18,0,98.2,107.2,1475.66088405,1494.30280327
143,Pistons,99,Pacers,104,A,1976-11-18,0,100.2,111.6,1531.85559926,1463.39944981
144,Kings,104,Spurs,129,A,1976-11-18,0,96.4,107.0,1500.37135197,1516.65458881
145,Nuggets,108,Celtics,112,A,1976-11-19,0,98.6,105.6,1572.81019291,1515.0123122
146,Warriors,99,Lakers,121,A,1976-11-19,0,103.6,106.0,1503.76676002,1483.63933399
147,Jazz,95,Sixers,100,A,1976-11-19,0,102.6,104.8,1515.39745442,1517.19375826
148,Nets,90,Suns,88,A,1976-11-19,1,97.0,99.4,1470.56644742,1466.19692731
149,Bucks,111,Trailblazers,124,A,1976-11-19,0,99.6,103.4,1421.91825432,1521.29909778
150,Clippers,101,Thunder,130,A,1976-11-19,0,105.6,99.2,1510.69593563,1508.49001983
151,Sixers,123,Hawks,106,A,1976-11-20,1,111.8,106.2,1527.14205694,1466.76594281
152,Celtics,110,Pistons,116,A,1976-11-20,0,105.2,102.8,1526.66069105,1519.91038033
153,Clippers,93,Warriors,130,A,1976-11-20,0,105.4,103.4,1500.63244512,1493.18809333
154,Kings,126,Rockets,127,A,1976-11-20,0,102.8,110.0,1490.83967836,1511.40594431
155,Nuggets,115,Knicks,120,A,1976-11-20,0,98.2,100.6,1561.16181406,1507.66763455
156,Spurs,103,Wizards,109,A,1976-11-20,0,104.8,104.2,1526.18626242,1495.48920755
157,Kings,106,Hawks,83,A,1976-11-21,1,104.6,106.4,1481.43093265,1458.48642333
158,Nets,91,Lakers,96,A,1976-11-21,0,95.4,101.0,1480.44068915,1494.21800068
159,Cavaliers,92,Jazz,97,A,1976-11-21,0,96.4,99.0,1557.51466427,1505.44915574
160,Bulls,96,Suns,101,A,1976-11-21,0,100.0,99.0,1441.88912257,1456.32268557
161,Clippers,98,Trailblazers,121,A,1976-11-21,0,103.6,102.6,1490.41821223,1528.51422828
162,Bucks,106,Thunder,115,A,1976-11-21,0,101.4,101.0,1414.70312382,1518.55351034
163,Spurs,122,Clippers,115,A,1976-11-23,1,108.4,105.6,1515.30502204,1481.5103304
164,Wizards,96,Nuggets,117,A,1976-11-23,0,102.8,98.6,1506.37044793,1549.6341803
165,Lakers,117,Bucks,114,A,1976-11-23,1,102.0,104.0,1503.8216655,1407.60623003
166,Warriors,94,Jazz,117,A,1976-11-23,0,99.8,94.8,1503.40232621,1516.93660364
167,Kings,100,Knicks,98,A,1976-11-23,1,105.4,101.2,1490.77149496,1519.1952683
168,Celtics,102,Sixers,116,A,1976-11-23,0,103.6,111.4,1516.46642594,1535.42157641
169,Kings,111,Celtics,133,A,1976-11-24,0,109.4,104.4,1501.58777664,1507.01145837
170,Lakers,112,Nuggets,122,A,1976-11-24,0,103.2,101.8,1511.12104935,1558.39534649
171,Sixers,117,Pistons,118,A,1976-11-24,0,112.0,105.0,1544.87654398,1530.10464545
172,Warriors,107,Rockets,113,A,1976-11-24,0,100.8,112.0,1493.79167711,1520.81469002
173,Hawks,93,Pacers,115,A,1976-11-24,0,102.0,109.0,1449.14586102,1475.34466875
174,Spurs,91,Nets,99,A,1976-11-24,0,106.4,92.8,1524.33538868,1470.83702433
175,Bulls,115,Trailblazers,117,A,1976-11-24,0,103.2,104.6,1432.30431509,1537.42211012
176,Pistons,105,Cavaliers,111,A,1976-11-25,0,105.2,95.0,1540.52955886,1546.02721638
177,Rockets,105,Jazz,99,A,1976-11-25,1,113.2,96.2,1530.0384698,1526.54725274
178,Wizards,98,Suns,104,A,1976-11-25,0,101.6,98.0,1497.60928174,1465.90749306
179,Cavaliers,108,Celtics,92,A,1976-11-26,1,96.0,107.8,1555.86899428,1516.85536494
180,Pistons,119,Clippers,124,A,1976-11-26,0,110.0,106.6,1530.68778095,1472.47996376
181,Bucks,98,Pacers,109,A,1976-11-26,0,105.4,106.2,1400.30684618,1484.59203243
182,Nuggets,110,Kings,120,A,1976-11-26,0,108.2,110.6,1567.04301825,1491.74387007
183,Trailblazers,96,Lakers,99,A,1976-11-26,0,103.6,103.0,1544.4856349,1502.47337758
184,Hawks,109,Nets,105,A,1976-11-26,1,104.4,91.8,1439.89849734,1482.36477573
185,Knicks,103,Sixers,114,A,1976-11-26,0,102.4,108.0,1508.37898663,1534.45163057
186,Warriors,121,Spurs,123,A,1976-11-26,0,102.8,108.2,1484.56789733,1512.80763729
187,Bulls,97,Thunder,101,A,1976-11-26,0,100.4,96.8,1425.24079031,1525.65040413
188,Clippers,94,Hawks,101,A,1976-11-27,0,105.2,105.0,1484.1398187,1451.11472445
189,Sixers,104,Cavaliers,111,A,1976-11-27,0,109.8,97.4,1543.70260507,1564.75078767
190,Pacers,113,Nuggets,122,A,1976-11-27,0,105.2,109.2,1492.21260488,1554.90904218
191,Spurs,116,Rockets,125,A,1976-11-27,0,110.6,113.6,1521.99661745,1539.93798787
192,Nets,96,Bucks,91,A,1976-11-27,1,95.4,105.6,1471.14854862,1392.68627373
193,Celtics,123,Knicks,109,A,1976-11-27,1,110.8,107.6,1507.97357154,1499.12801214
194,Thunder,107,Suns,119,A,1976-11-27,0,97.8,100.4,1532.83824325,1476.81742004
195,Wizards,95,Trailblazers,103,A,1976-11-27,0,97.8,103.0,1486.69935477,1533.28228431
196,Warriors,132,Hawks,98,A,1976-11-28,1,109.4,106.8,1475.37891716,1462.0624106
197,Sixers,89,Kings,101,A,1976-11-28,0,103.0,103.2,1534.30768041,1503.87784613
198,Bulls,84,Lakers,103,A,1976-11-28,0,99.6,100.0,1418.05295118,1513.67672818
199,Clippers,118,Jazz,127,A,1976-11-28,0,110.2,100.8,1473.19213255,1516.64773466
200,Pacers,115,Trailblazers,145,A,1976-11-28,0,103.6,103.8,1483.99781749,1541.94949655
201,Wizards,116,Thunder,117,A,1976-11-28,0,101.6,105.4,1478.03214253,1521.23966402
202,Thunder,114,Clippers,119,A,1976-11-30,0,108.0,113.4,1530.00242329,1464.43640369
203,Warriors,125,Bulls,120,A,1976-11-30,1,115.8,103.4,1484.99582486,1410.73777279
204,Nuggets,93,Cavaliers,99,A,1976-11-30,0,104.8,100.4,1563.12382958,1574.14571233
205,Suns,97,Pacers,103,A,1976-11-30,0,97.6,103.2,1488.41599927,1475.65050241
206,Wizards,102,Lakers,109,A,1976-11-30,0,101.4,102.2,1469.26938326,1520.99190657
207,Trailblazers,106,Bucks,115,A,1976-11-30,0,105.4,104.6,1550.29681162,1384.90697509
208,Nets,104,Knicks,103,A,1976-11-30,1,98.2,109.0,1478.92784726,1489.38255281
209,Pistons,129,Spurs,130,A,1976-11-30,0,116.0,115.8,1519.02792602,1512.51255308
210,Thunder,103,Celtics,107,A,1976-12-01,0,107.4,109.4,1518.13736924,1517.71903087
211,Pistons,104,Rockets,110,A,1976-12-01,0,114.8,111.6,1508.84042049,1549.42205224
212,Trailblazers,101,Pacers,100,A,1976-12-01,1,102.6,104.8,1535.86622445,1486.0177577
213,Cavaliers,98,Kings,91,A,1976-12-01,1,101.6,101.6,1583.82858342,1514.7514545
214,Bucks,105,Jazz,126,A,1976-12-01,0,104.4,102.8,1399.33756225,1525.40346352
215,Suns,106,Nets,96,A,1976-12-01,1,100.8,101.2,1478.04874399,1489.22866708
216,Nuggets,102,Sixers,114,A,1976-12-01,0,106.0,103.0,1553.44095849,1523.43407204
217,Wizards,102,Hawks,90,A,1976-12-02,1,102.6,106.0,1460.74717625,1452.4455029
218,Spurs,116,Warriors,124,A,1976-12-02,0,114.6,120.2,1522.70005861,1492.8904676
219,Bucks,110,Rockets,137,A,1976-12-02,0,103.0,108.4,1392.81475357,1558.25930199
220,Bulls,109,Celtics,115,A,1976-12-03,0,106.0,110.8,1402.84313005,1527.73107161
221,Knicks,112,Clippers,135,A,1976-12-03,0,108.4,111.4,1479.08173298,1476.30145774
222,Kings,115,Pistons,124,A,1976-12-03,0,104.6,114.4,1506.71386437,1500.00317074
223,Cavaliers,109,Pacers,112,A,1976-12-03,0,102.4,107.0,1591.86617356,1477.4427474
224,Spurs,105,Lakers,114,A,1976-12-03,0,117.4,99.8,1511.84416878,1529.51411358
225,Hawks,105,Jazz,121,A,1976-12-03,0,108.4,105.4,1442.6843988,1531.9262722
226,Nuggets,126,Nets,124,A,1976-12-03,1,108.8,108.2,1542.57943191,1478.90699405
227,Thunder,121,Sixers,112,A,1976-12-03,1,112.2,103.8,1508.1253285,1534.29559862
228,Trailblazers,113,Suns,99,A,1976-12-03,1,106.0,104.2,1544.44123475,1488.37041702
229,Nets,107,Hawks,105,A,1976-12-04,1,107.8,108.0,1470.71938923,1435.19794965
230,Jazz,99,Bulls,107,A,1976-12-04,0,106.4,102.8,1539.41272135,1396.29048124
231,Lakers,114,Warriors,116,A,1976-12-04,0,100.2,121.6,1539.00596972,1503.74635743
232,Pacers,108,Rockets,120,A,1976-12-04,0,106.0,108.6,1490.62199741,1563.8274493
233,Thunder,96,Knicks,103,A,1976-12-04,0,110.0,107.6,1518.87714809,1469.00171194
234,Bucks,108,Trailblazers,112,A,1976-12-04,0,105.0,108.6,1387.24660626,1552.84125336
235,Nuggets,95,Wizards,100,A,1976-12-04,0,105.8,102.0,1550.76703674,1470.50828034
236,Celtics,96,Kings,102,A,1976-12-05,0,107.8,101.6,1534.28372043,1496.52073909
237,Nuggets,117,Jazz,105,A,1976-12-05,1,106.6,108.8,1538.49723523,1525.5115438
238,Spurs,98,Suns,103,A,1976-12-05,0,112.8,104.2,1502.35231264,1479.97039841
239,Cavaliers,89,Trailblazers,93,A,1976-12-05,0,98.6,103.4,1578.68692355,1558.40592969
240,Pacers,107,Clippers,103,A,1976-12-07,1,104.4,109.0,1482.69838291,1486.38147879
241,Lakers,81,Bulls,89,A,1976-12-07,0,97.2,99.6,1527.99458629,1410.19165879
242,Bucks,115,Nuggets,122,A,1976-12-07,0,108.8,111.0,1381.68192994,1548.12365093
243,Cavaliers,104,Warriors,120,A,1976-12-07,0,98.6,118.2,1568.10385174,1514.75774086
244,Thunder,98,Jazz,110,A,1976-12-07,0,106.4,104.8,1507.45139792,1515.8851281
245,Trailblazers,111,Knicks,94,A,1976-12-07,1,104.4,109.2,1568.9890015,1480.42746211
246,Trailblazers,95,Celtics,104,A,1976-12-08,0,103.2,105.2,1576.4938041,1523.20107443
247,Bulls,100,Pistons,107,A,1976-12-08,0,102.8,113.4,1423.45807468,1510.19629601
248,Lakers,98,Pacers,111,A,1976-12-08,0,100.0,104.6,1514.7281704,1492.80438696
249,Knicks,105,Nets,95,A,1976-12-08,1,105.6,109.6,1472.92265951,1479.70054746
250,Clippers,102,Sixers,123,A,1976-12-08,0,110.6,103.6,1476.27547474,1523.54377903
251,Rockets,95,Suns,116,A,1976-12-08,0,106.6,101.8,1571.75106381,1490.61371202
252,Hawks,117,Spurs,106,A,1976-12-08,1,112.6,113.0,1426.21679142,1491.70899903
253,Thunder,109,Wizards,99,A,1976-12-08,1,105.4,104.8,1497.69409252,1482.77808184
254,Cavaliers,94,Nuggets,104,A,1976-12-09,0,98.8,109.4,1556.58038055,1553.66876391
255,Hawks,102,Kings,100,A,1976-12-09,1,106.6,100.0,1438.0797948,1507.60338509
256,Suns,107,Celtics,103,A,1976-12-10,1,103.8,102.0,1502.90748489,1534.7230448
257,Trailblazers,103,Clippers,102,A,1976-12-10,1,101.2,107.6,1564.97183373,1467.62763364
258,Rockets,99,Lakers,109,A,1976-12-10,0,103.2,99.4,1559.45729094,1504.09798939
259,Spurs,136,Bucks,120,A,1976-12-10,1,114.4,114.8,1479.84599564,1376.13681696
260,Bulls,92,Jazz,78,A,1976-12-10,1,96.2,102.2,1415.90399607,1525.6424335
261,Pistons,106,Nets,104,A,1976-12-10,1,110.8,110.0,1517.75037462,1469.5054889
262,Warriors,93,Thunder,99,A,1976-12-10,0,110.4,103.4,1526.28121204,1507.26503879
263,Pacers,88,Wizards,98,A,1976-12-10,0,102.0,99.2,1503.43456797,1473.20713557
264,Celtics,76,Bulls,84,A,1976-12-11,0,96.6,89.6,1523.80987044,1428.96151639
265,Hawks,95,Cavaliers,94,A,1976-12-11,1,105.2,98.2,1450.05455687,1546.49657945
266,Nets,115,Pistons,88,A,1976-12-11,1,111.8,108.0,1460.88523161,1526.37063192
267,Rockets,112,Warriors,124,A,1976-12-11,0,104.8,107.8,1547.87727089,1515.73442847
268,Clippers,101,Pacers,109,A,1976-12-11,0,105.0,100.4,1460.35834225,1492.56674103
269,Suns,96,Knicks,112,A,1976-12-11,0,101.8,104.0,1513.82065925,1483.11771807
270,Trailblazers,107,Sixers,108,A,1976-12-11,0,101.0,104.2,1572.24112511,1532.19162012
271,Jazz,106,Spurs,121,A,1976-12-11,0,102.4,112.4,1512.58491318,1486.94661162
272,Suns,106,Hawks,91,A,1976-12-12,1,100.4,105.4,1502.93925077,1462.76121801
273,Pistons,110,Kings,104,A,1976-12-12,1,109.2,104.2,1514.50781766,1495.62862302
274,Nuggets,83,Lakers,112,A,1976-12-12,0,100.8,95.0,1563.75256501,1515.67800944
275,Sixers,107,Bucks,102,A,1976-12-12,1,107.8,115.2,1543.33925892,1369.03620098
276,Rockets,96,Thunder,92,A,1976-12-12,1,102.0,98.4,1536.95475594,1517.81182236
277,Lakers,104,Hawks,106,A,1976-12-14,0,93.0,104.8,1527.05294265,1453.91250726
278,Suns,99,Clippers,108,A,1976-12-14,0,100.6,102.4,1511.78796152,1451.28272798
279,Sixers,88,Bulls,101,A,1976-12-14,0,105.0,87.4,1548.70484973,1441.62561593
280,Kings,117,Jazz,120,A,1976-12-14,0,108.0,106.0,1486.17147573,1501.84832007
281,Rockets,84,Trailblazers,104,A,1976-12-14,0,97.2,100.0,1546.40433489,1561.09348631
282,Knicks,98,Spurs,111,A,1976-12-14,0,101.2,111.0,1493.99912655,1497.68320473
283,Bucks,125,Celtics,129,A,1976-12-15,0,118.2,99.8,1363.67061017,1511.1457709
284,Warriors,116,Pistons,136,A,1976-12-15,0,107.8,109.4,1526.65694343,1523.96496495
