,fran_id,pts,opp_fran,opp_pts,game_location,date,A Win,Fran_5_PTS,Opp_5_PTS,fran_elo,opp_elo
3058,Cavaliers,96,Trailblazers,103,A,1979-11-17,0,107.6,100.0,1391.23118275,1578.45308907
3059,Jazz,103,Wizards,111,A,1979-11-17,0,99.6,103.2,1317.32513328,1542.20853568
3060,Kings,109,Nuggets,92,A,1979-11-18,1,105.8,109.4,1492.55878137,1486.74157059
3061,Pacers,104,Lakers,127,A,1979-11-18,0,103.6,122.0,1477.40113273,1584.60248563
3062,Spurs,105,Nets,107,A,1979-11-18,0,118.6,95.6,1563.62131194,1399.61379577
3063,Warriors,99,Suns,95,A,1979-11-18,1,105.6,98.6,1499.27959881,1620.59566037
3064,Thunder,95,Trailblazers,100,A,1979-11-18,0,101.6,100.2,1651.51454094,1583.53178328
3065,Bucks,96,Clippers,112,A,1979-11-18,0,101.4,105.2,1591.90037376,1487.82354196
3066,Pistons,105,Hawks,109,A,1979-11-20,0,103.2,98.2,1383.15117732,1568.39299346
3067,Nuggets,124,Bulls,91,A,1979-11-20,1,116.0,111.4,1476.90898773,1393.50639821
3068,Jazz,107,Cavaliers,119,A,1979-11-20,0,103.4,107.8,1313.02340219,1386.15248853
3069,Warriors,109,Kings,112,A,1979-11-20,0,102.0,105.2,1512.63604185,1502.39136423
3070,Rockets,125,Knicks,130,A,1979-11-20,0,115.4,121.4,1527.10184593,1408.10983329
3071,Lakers,99,Trailblazers,114,A,1979-11-20,0,116.6,97.6,1591.6113089,1595.463889
3072,Sixers,118,Spurs,114,A,1979-11-20,1,104.8,117.6,1559.82335978,1549.22275734
3073,Suns,110,Clippers,117,A,1979-11-20,0,99.4,108.8,1607.23921732,1500.73261535
3074,Nets,103,Celtics,111,A,1979-11-21,0,96.0,102.8,1414.01235036,1475.04365736
3075,Clippers,84,Nuggets,105,A,1979-11-21,0,104.8,110.8,1513.70557379,1484.55353956
3076,Jazz,93,Pistons,98,A,1979-11-21,0,99.4,102.2,1305.09768438,1378.02917346
3077,Sixers,94,Rockets,97,A,1979-11-21,0,104.8,108.6,1569.51834456,1513.80489126
3078,Knicks,108,Pacers,119,A,1979-11-21,0,120.8,104.4,1421.40678796,1470.39230946
3079,Hawks,93,Bucks,96,A,1979-11-21,0,95.8,102.2,1573.51499732,1578.99130037
3080,Kings,120,Suns,128,A,1979-11-21,0,108.6,105.2,1512.68614433,1594.26625888
3081,Lakers,110,Thunder,119,A,1979-11-21,0,111.2,106.0,1581.72219052,1639.58243522
3082,Cavaliers,122,Wizards,103,A,1979-11-21,1,107.0,106.6,1394.07820635,1546.51026677
3083,Warriors,93,Cavaliers,120,A,1979-11-22,0,102.2,103.6,1502.34126176,1408.20415754
3084,Bucks,117,Nets,109,A,1979-11-22,1,104.8,103.0,1588.83369275,1405.75112469
3085,Pacers,103,Celtics,118,A,1979-11-23,0,102.4,104.6,1478.99166154,1483.30488303
3086,Hawks,98,Bulls,103,A,1979-11-23,0,99.0,105.4,1563.67260494,1385.86184638
3087,Bucks,100,Pistons,119,A,1979-11-23,0,104.6,101.4,1594.00320011,1385.96033452
3088,Rockets,102,Sixers,113,A,1979-11-23,0,110.6,104.6,1525.39484854,1557.92838728
3089,Lakers,112,Suns,126,A,1979-11-23,0,112.0,107.6,1573.37231553,1601.96041631
3090,Wizards,108,Spurs,128,A,1979-11-23,0,106.0,113.8,1532.38431558,1539.52777256
3091,Kings,107,Clippers,91,A,1979-11-23,1,108.4,98.8,1504.99198689,1502.86847435
3092,Trailblazers,90,Thunder,94,A,1979-11-23,0,95.4,100.6,1605.35300738,1647.93231021
3093,Celtics,106,Hawks,101,A,1979-11-24,1,103.6,100.8,1493.18074491,1548.95929175
3094,Warriors,106,Bulls,101,A,1979-11-24,1,103.0,105.6,1489.69619104,1400.57515957
3095,Suns,115,Nuggets,101,A,1979-11-24,1,111.2,113.4,1611.13943661,1495.390639
3096,Wizards,105,Rockets,103,A,1979-11-24,1,106.0,105.6,1522.58989183,1516.32851178
3097,Pistons,97,Pacers,115,A,1979-11-24,0,98.6,101.8,1401.3222537,1469.11579966
3098,Cavaliers,113,Knicks,133,A,1979-11-24,0,106.2,117.0,1420.84922825,1412.80743588
3099,Nets,82,Sixers,91,A,1979-11-24,0,101.0,99.8,1400.58161733,1566.99472404
3100,Nets,103,Cavaliers,112,A,1979-11-25,0,102.0,107.6,1395.0358442,1410.61780819
3101,Kings,110,Lakers,111,A,1979-11-25,0,111.0,107.0,1514.93086805,1564.19329523
3102,Warriors,90,Bucks,114,A,1979-11-25,0,99.4,99.2,1497.18589885,1578.64128093
3103,Suns,87,Trailblazers,86,A,1979-11-25,1,108.8,93.4,1617.92593684,1596.57243935
3104,Pacers,112,Sixers,113,A,1979-11-26,0,104.8,101.6,1477.18893714,1572.54049718
3105,Rockets,115,Kings,117,A,1979-11-27,0,108.2,112.2,1506.50870928,1506.33932873
3106,Nets,118,Bucks,93,A,1979-11-27,1,104.6,103.6,1385.48402872,1586.33883785
3107,Pistons,114,Knicks,116,A,1979-11-27,0,101.8,113.8,1393.24911622,1423.03885595
3108,Hawks,143,Spurs,120,A,1979-11-27,1,109.0,116.0,1537.36750835,1549.32219631
3109,Bulls,103,Clippers,128,A,1979-11-27,0,106.8,100.0,1393.08545177,1492.92959319
3110,Lakers,122,Jazz,118,A,1979-11-27,1,110.6,104.4,1572.78483455,1297.16652332
3111,Nuggets,96,Wizards,91,A,1979-11-27,1,105.6,106.8,1488.60413878,1532.40969433
3112,Trailblazers,99,Hawks,106,A,1979-11-28,0,94.0,107.8,1587.18626971,1547.7114562
3113,Nuggets,97,Celtics,119,A,1979-11-28,0,103.2,103.6,1499.8583252,1504.77252832
3114,Clippers,114,Warriors,108,A,1979-11-28,1,103.6,102.4,1500.13242766,1489.48834192
3115,Cavaliers,111,Rockets,113,A,1979-11-28,0,108.4,105.4,1420.16962367,1496.50383412
3116,Bucks,87,Pacers,79,A,1979-11-28,1,102.4,101.4,1571.12595871,1469.86648695
3117,Pistons,89,Nets,98,A,1979-11-28,0,98.6,101.8,1384.10443887,1400.69690786
3118,Wizards,102,Sixers,120,A,1979-11-28,0,106.6,98.4,1521.15550791,1579.86294737
3119,Suns,116,Thunder,127,A,1979-11-28,0,110.0,103.8,1627.31210647,1656.71287825
3120,Knicks,115,Cavaliers,117,A,1979-11-29,0,115.0,107.0,1432.1835333,1412.33201641
3121,Kings,105,Pistons,95,A,1979-11-29,1,111.4,101.0,1516.34420389,1374.58164578
3122,Knicks,97,Celtics,100,A,1979-11-30,0,109.4,101.2,1421.61278168,1514.63109562
3123,Jazz,112,Warriors,104,A,1979-11-30,1,107.4,103.0,1293.76922953,1479.79460753
3124,Hawks,95,Rockets,106,A,1979-11-30,0,108.2,105.6,1558.84276882,1504.34144137
3125,Thunder,107,Kings,102,A,1979-11-30,1,103.6,108.8,1665.86867015,1522.4762557
3126,Bulls,107,Lakers,100,A,1979-11-30,1,107.6,112.2,1385.8826173,1576.18212834
3127,Nuggets,118,Nets,127,A,1979-11-30,0,102.0,102.0,1489.99975791,1410.21970095
3128,Clippers,101,Sixers,104,A,1979-11-30,0,101.8,99.8,1509.82616205,1588.18911168
3129,Trailblazers,100,Spurs,107,A,1979-11-30,0,95.0,114.8,1576.05495709,1538.97824846
3130,Pacers,99,Wizards,91,A,1979-11-30,1,99.6,102.0,1462.70115875,1512.82934359
3131,Clippers,96,Hawks,106,A,1979-12-01,0,104.2,107.8,1502.04414541,1547.28683611
3132,Spurs,124,Pistons,134,A,1979-12-01,0,118.6,105.8,1550.04136931,1368.44959397
3133,Bucks,109,Warriors,99,A,1979-12-01,1,100.8,106.2,1578.29128691,1464.89944396
3134,Trailblazers,112,Rockets,120,A,1979-12-01,0,97.6,107.6,1564.99183624,1515.89737408
3135,Celtics,106,Pacers,102,A,1979-12-01,1,101.8,100.2,1522.01599877,1474.13403499
3136,Nuggets,112,Knicks,121,A,1979-12-01,0,107.6,110.2,1477.74302871,1414.22787853
3137,Cavaliers,105,Sixers,117,A,1979-12-01,0,109.4,100.4,1422.90276802,1595.97112832
3138,Bulls,86,Suns,99,A,1979-12-01,0,100.0,103.2,1400.87075702,1618.15631456
3139,Thunder,95,Jazz,97,A,1979-12-01,0,103.6,105.8,1671.96090184,1308.66439309
3140,Nets,100,Wizards,104,A,1979-12-01,0,105.6,100.4,1422.47643014,1501.39646735
3141,Hawks,108,Cavaliers,126,A,1979-12-02,0,108.2,108.4,1555.99195761,1417.50922649
3142,Celtics,88,Kings,94,A,1979-12-02,0,98.8,105.0,1530.64650441,1516.38402401
3143,Bucks,103,Lakers,116,A,1979-12-02,0,101.4,110.8,1585.13875231,1561.19398862
3144,Warriors,98,Thunder,111,A,1979-12-02,0,104.6,101.2,1458.05197857,1654.15980224
3145,Bucks,96,Jazz,89,A,1979-12-03,1,102.6,103.6,1574.4506557,1326.46549269
3146,Clippers,112,Cavaliers,115,A,1979-12-04,0,105.2,110.2,1493.33902392,1431.29660524
3147,Celtics,118,Pistons,114,A,1979-12-04,1,101.2,110.0,1520.23622766,1383.24712214
3148,Suns,114,Knicks,118,A,1979-12-04,0,103.6,110.4,1622.60756138,1426.03589495
3149,Lakers,127,Spurs,121,A,1979-12-04,1,113.8,120.4,1571.88208523,1535.24384114
3150,Hawks,120,Celtics,92,A,1979-12-05,1,103.6,105.8,1542.20457887,1526.48573216
3151,Bucks,107,Nuggets,123,A,1979-12-05,0,100.4,106.0,1578.32037179,1465.93501229
3152,Bulls,90,Warriors,97,A,1979-12-05,0,98.4,104.6,1396.4195102,1453.16464878
3153,Lakers,116,Rockets,114,A,1979-12-05,1,115.0,109.8,1580.83144343,1527.30109592
3154,Cavaliers,99,Pacers,118,A,1979-12-05,0,107.8,100.6,1443.06358749,1465.50352935
3155,Pistons,93,Kings,109,A,1979-12-05,0,105.8,101.6,1376.99761765,1526.79430076
3156,Suns,100,Nets,115,A,1979-12-05,0,100.6,105.0,1607.48503717,1414.70965354
3157,Spurs,120,Sixers,132,A,1979-12-05,0,122.8,108.0,1526.29448293,1601.36466986
3158,Jazz,96,Thunder,115,A,1979-12-05,0,104.2,102.4,1322.5957766,1659.04713203
3159,Knicks,107,Wizards,104,A,1979-12-05,1,109.0,100.8,1441.15841916,1509.16324395
3160,Warriors,103,Clippers,105,A,1979-12-06,0,102.4,105.2,1461.54576162,1481.57204166
3161,Trailblazers,82,Jazz,87,A,1979-12-06,0,96.0,96.2,1553.5881144,1320.07571321
3162,Suns,92,Celtics,100,A,1979-12-07,0,101.6,104.8,1592.44355753,1516.9378485
3163,Pistons,109,Rockets,124,A,1979-12-07,0,109.8,108.6,1371.0604329,1518.82974637
3164,Clippers,116,Lakers,108,A,1979-12-07,1,105.6,113.8,1490.99627649,1589.30279299
3165,Spurs,117,Bucks,105,A,1979-12-07,1,117.6,106.4,1518.42216818,1565.19395081
3166,Bulls,95,Trailblazers,93,A,1979-12-07,1,96.2,97.6,1388.03839737,1537.72450094
3167,Celtics,100,Cavaliers,116,A,1979-12-08,0,103.6,104.8,1529.0774984,1433.70856434
3168,Jazz,119,Nuggets,103,A,1979-12-08,1,97.6,110.6,1335.93932667,1479.06143327
3169,Thunder,125,Warriors,100,A,1979-12-08,1,104.2,105.0,1661.56719542,1452.12152679
3170,Pistons,102,Pacers,103,A,1979-12-08,0,109.2,98.6,1365.07441245,1474.8585525
3171,Kings,145,Knicks,129,A,1979-12-08,1,107.6,115.0,1532.73148552,1453.09113631
3172,Suns,96,Sixers,117,A,1979-12-08,0,97.6,104.8,1580.30390762,1609.23698461
3173,Rockets,129,Spurs,138,A,1979-12-08,0,112.2,123.4,1524.81576681,1529.76029463
3174,Hawks,95,Wizards,96,A,1979-12-08,0,102.8,100.6,1551.75246252,1497.2305268
3175,Nuggets,118,Lakers,131,A,1979-12-09,0,114.8,116.0,1465.16025898,1576.54647147
3176,Celtics,113,Bucks,108,A,1979-12-09,1,108.6,107.2,1516.39948438,1553.85582436
3177,Hawks,122,Nets,85,A,1979-12-09,1,108.2,105.8,1540.19595103,1429.75113318
3178,Clippers,98,Trailblazers,96,A,1979-12-09,1,105.0,97.4,1503.75259801,1523.66434341
3179,Bulls,121,Thunder,112,A,1979-12-09,1,99.8,107.0,1402.09855489,1666.17657077
3180,Warriors,93,Jazz,100,A,1979-12-10,0,101.8,97.2,1447.51215144,1349.84050097
3181,Trailblazers,93,Bulls,104,A,1979-12-11,0,96.0,97.0,1513.09186394,1418.50978173
3182,Spurs,121,Nuggets,127,A,1979-12-11,0,122.8,115.4,1539.61798929,1458.26070985
3183,Thunder,103,Bucks,99,A,1979-12-11,1,108.6,107.2,1649.76534393,1542.7819016
3184,Pacers,124,Knicks,122,A,1979-12-11,1,106.0,120.4,1481.79983977,1445.34404883
3185,Suns,123,Wizards,99,A,1979-12-11,1,105.0,104.8,1571.13474881,1508.7870383
3186,Knicks,102,Hawks,114,A,1979-12-12,0,118.4,109.4,1436.38949689,1547.12001157
3187,Nets,102,Celtics,116,A,1979-12-12,0,108.4,105.4,1422.82707264,1527.47340714
3188,Pistons,114,Warriors,96,A,1979-12-12,1,107.2,105.0,1358.13312519,1434.77272308
3189,Thunder,112,Pacers,107,A,1979-12-12,1,111.4,108.6,1656.77987908,1490.75439171
3190,Trailblazers,85,Kings,124,A,1979-12-12,0,90.6,103.6,1500.43488584,1540.47857299
3191,Bucks,91,Sixers,112,A,1979-12-12,0,106.2,102.6,1535.76736645,1618.40614343
3192,Rockets,118,Clippers,107,A,1979-12-12,1,116.8,109.4,1514.95807216,1514.32507747
3193,Wizards,115,Cavaliers,113,A,1979-12-13,1,108.0,106.8,1500.56253188,1446.38657836
3194,Rockets,113,Suns,121,A,1979-12-13,0,117.0,104.8,1524.93985312,1579.35925522
3195,Spurs,114,Jazz,144,A,1979-12-13,0,120.2,100.8,1527.31822032,1362.57992933
3196,Bucks,94,Celtics,97,A,1979-12-14,0,103.6,100.2,1528.10203933,1534.54933649
3197,Wizards,109,Pacers,111,A,1979-12-14,0,109.8,109.2,1509.0157388,1485.19967103
3198,Jazz,87,Kings,103,A,1979-12-14,0,99.0,99.6,1376.99543222,1549.33109944
3199,Pistons,122,Lakers,138,A,1979-12-14,0,108.0,119.8,1370.30389509,1583.4460206
3200,Knicks,105,Nets,118,A,1979-12-14,0,116.6,105.8,1429.47287946,1415.7511433
3201,Hawks,103,Sixers,98,A,1979-12-14,1,108.4,103.0,1554.03662899,1626.07147055
3202,Nuggets,108,Clippers,112,A,1979-12-14,0,114.6,108.6,1470.56047882,1504.34329651
3203,Rockets,101,Thunder,109,A,1979-12-14,0,114.0,112.4,1516.49348483,1662.33459976
3204,Sixers,96,Hawks,112,A,1979-12-15,0,101.2,103.6,1614.02734775,1566.08075179
3205,Wizards,115,Bulls,113,A,1979-12-15,1,111.4,102.8,1498.33132891,1431.16675983
3206,Nets,111,Cavaliers,117,A,1979-12-15,0,108.0,107.4,1426.14588139,1437.93337145
3207,Spurs,102,Warriors,101,A,1979-12-15,1,116.6,107.4,1512.90271742,1422.60195318
3208,Celtics,99,Knicks,96,A,1979-12-15,1,101.6,115.0,1544.36378965,1419.07814137
3209,Pistons,105,Suns,126,A,1979-12-15,0,110.4,105.8,1365.76956265,1587.80562352
3210,Nuggets,98,Trailblazers,106,A,1979-12-15,0,112.8,93.8,1461.52977363,1491.5823594
3211,Pacers,105,Kings,107,A,1979-12-16,0,110.4,103.0,1495.88408092,1554.74127082
3212,Spurs,119,Lakers,121,A,1979-12-16,0,117.0,118.2,1520.36063673,1587.98035303
3213,Jazz,79,Bucks,104,A,1979-12-16,0,98.4,96.0,1371.58526085,1518.28758616
3214,Celtics,115,Nets,112,A,1979-12-16,1,104.6,111.0,1550.90635591,1416.48502252
3215,Rockets,101,Trailblazers,123,A,1979-12-16,0,112.4,95.0,1510.46080477,1500.71952726
3216,Pistons,126,Clippers,133,A,1979-12-16,0,113.8,113.2,1361.41223046,1513.37400169
3217,Nuggets,121,Thunder,123,A,1979-12-16,0,113.2,111.6,1452.39260576,1668.36727983
3218,Lakers,129,Bulls,118,A,1979-12-18,1,120.8,110.6,1596.05830844,1423.07618502
3219,Sixers,114,Pistons,102,A,1979-12-18,1,100.0,116.2,1602.65602807,1355.52694368
3220,Clippers,96,Kings,110,A,1979-12-18,0,109.2,103.6,1519.25928848,1563.06324603
3221,Hawks,99,Knicks,101,A,1979-12-18,0,104.4,105.8,1577.45207148,1412.53557511
3222,Cavaliers,103,Jazz,105,A,1979-12-18,0,105.6,95.2,1447.59423032,1365.57344636
3223,Lakers,112,Hawks,119,A,1979-12-19,0,120.0,102.4,1601.45380561,1563.03244037
3224,Sixers,89,Celtics,112,A,1979-12-19,0,98.6,99.8,1606.54114755,1557.21954636
3225,Trailblazers,106,Nuggets,114,A,1979-12-19,0,96.6,110.8,1510.99983032,1447.91519067
3226,Cavaliers,128,Warriors,125,A,1979-12-19,1,111.4,112.4,1435.27638216,1415.14403387
3227,Bulls,108,Rockets,102,A,1979-12-19,1,113.2,108.2,1417.68068786,1500.18050171
3228,Jazz,99,Suns,117,A,1979-12-19,0,96.4,107.2,1377.89129453,1592.16295571
3229,Pacers,123,Spurs,127,A,1979-12-19,0,114.6,115.8,1487.5621057,1512.28268132
3230,Nets,122,Thunder,114,A,1979-12-19,1,111.0,111.8,1410.17183207,1672.84469492
3231,Kings,107,Wizards,97,A,1979-12-19,1,96.0,113.8,1571.80910488,1506.42190372
3232,Hawks,122,Pistons,103,A,1979-12-20,1,106.4,117.8,1574.1338102,1351.6418242
3233,Kings,109,Bucks,120,A,1979-12-20,0,100.8,95.2,1579.94901909,1524.29940064
3234,Knicks,118,Clippers,128,A,1979-12-20,0,104.6,113.2,1426.95520622,1510.51342963
3235,Spurs,114,Celtics,133,A,1979-12-21,0,114.4,102.2,1521.57236423,1568.62967638
3236,Suns,127,Bulls,117,A,1979-12-21,1,113.4,114.4,1596.67453008,1430.01157871
3237,Warriors,108,Lakers,114,A,1979-12-21,0,109.0,118.0,1405.72284176,1590.35243578
3238,Rockets,106,Sixers,117,A,1979-12-21,0,105.8,101.6,1487.84961086,1595.13101753
3239,Nets,97,Trailblazers,100,A,1979-12-21,0,110.0,97.4,1426.55917741,1499.20380261
3240,Knicks,102,Thunder,121,A,1979-12-21,0,104.6,111.6,1419.31488491,1656.45734958
3241,Clippers,110,Jazz,98,A,1979-12-21,1,111.6,95.6,1518.15375093,1373.37972015
3242,Cavaliers,117,Bulls,126,A,1979-12-22,0,114.8,119.2,1444.69757427,1424.4715681
3243,Lakers,128,Nuggets,130,A,1979-12-22,0,119.2,112.2,1595.48787941,1459.71121838
3244,Nets,101,Warriors,107,A,1979-12-22,0,109.2,110.6,1418.62011179,1400.58739812
3245,Hawks,110,Pacers,130,A,1979-12-22,0,107.8,111.8,1578.48220462,1478.2724228
3246,Suns,115,Kings,111,A,1979-12-22,1,111.8,106.4,1602.21454069,1568.36085273
3247,Celtics,113,Sixers,126,A,1979-12-22,0,106.0,103.6,1577.28347977,1602.13774296
3248,Pistons,112,Spurs,141,A,1979-12-22,0,115.8,114.0,1347.29342978,1512.91856083
3249,Rockets,114,Wizards,122,A,1979-12-22,0,106.0,112.0,1480.84288543,1498.28198951
3250,Thunder,97,Lakers,102,A,1979-12-23,0,108.6,114.8,1660.52559725,1581.76741136
3251,Bucks,103,Suns,106,A,1979-12-23,0,95.2,109.8,1535.887567,1611.24322527
3252,Knicks,111,Trailblazers,103,A,1979-12-23,1,105.8,102.6,1415.24663724,1507.14286823
3253,Jazz,118,Clippers,124,A,1979-12-23,0,101.8,113.6,1367.32112958,1524.2123415
3254,Pistons,101,Cavaliers,111,A,1979-12-25,0,115.0,112.0,1341.72945822,1434.11607976
3255,Nets,102,Knicks,131,A,1979-12-25,0,107.4,106.4,1408.10155412,1427.83162127
3256,Warriors,91,Trailblazers,113,A,1979-12-25,0,106.0,101.2,1411.10595579,1494.55788421
3257,Nuggets,111,Jazz,122,A,1979-12-25,0,112.8,108.2,1473.43168643,1361.55300999
3258,Sixers,95,Wizards,92,A,1979-12-25,1,103.4,108.0,1611.42359754,1507.78047285
3259,Warriors,94,Nuggets,99,A,1979-12-26,0,104.4,112.0,1403.46274521,1460.31842949
3260,Pacers,98,Pistons,97,A,1979-12-26,1,109.0,109.4,1491.07928604,1334.32760885
3261,Spurs,110,Rockets,143,A,1979-12-26,0,115.6,107.8,1518.48253239,1471.34440209
3262,Lakers,111,Kings,118,A,1979-12-26,0,111.2,107.6,1593.99620817,1559.33216815
3263,Bulls,101,Bucks,110,A,1979-12-26,0,116.4,97.2,1435.05306261,1528.02309543
3264,Wizards,104,Nets,116,A,1979-12-26,0,107.0,105.2,1500.67811541,1398.66882145
3265,Trailblazers,99,Suns,119,A,1979-12-26,0,100.8,108.6,1502.20109478,1619.10769683
3266,Clippers,104,Thunder,124,A,1979-12-26,0,109.2,109.2,1529.98046109,1648.29680044
3267,Rockets,110,Hawks,112,A,1979-12-27,0,109.6,110.6,1482.6928826,1565.67534138
3268,Knicks,110,Cavaliers,125,A,1979-12-27,0,108.6,111.8,1437.26435394,1441.51792913
3269,Sixers,118,Spurs,114,A,1979-12-27,1,104.2,115.4,1618.52595498,1507.13405188
3270,Celtics,118,Clippers,97,A,1979-12-27,1,109.8,113.6,1567.99762519,1523.26007114
3271,Lakers,124,Jazz,116,A,1979-12-27,1,113.6,112.4,1583.00179427,1374.66626693
3272,Bucks,108,Wizards,117,A,1979-12-27,0,100.0,105.6,1535.40929324,1487.82360833
3273,Knicks,120,Bulls,102,A,1979-12-28,1,109.0,114.6,1427.38677556,1427.6668648
3274,Nuggets,98,Pistons,114,A,1979-12-28,0,107.4,106.2,1468.69644411,1328.55619181
3275,Celtics,105,Lakers,123,A,1979-12-28,0,107.8,113.0,1576.71704459,1587.63387608
3276,Pacers,101,Nets,116,A,1979-12-28,0,107.4,101.0,1496.85070308,1411.52332854
3277,Kings,112,Suns,118,A,1979-12-28,0,110.8,111.2,1570.32658205,1625.8643461
3278,Trailblazers,97,Thunder,126,A,1979-12-28,0,99.0,104.4,1495.44444551,1655.01719039
3279,Pistons,104,Hawks,115,A,1979-12-29,0,102.6,111.6,1342.38436059,1573.33131789
3280,Nuggets,106,Cavaliers,124,A,1979-12-29,0,107.4,112.4,1454.86827533,1451.39550751
3281,Celtics,104,Warriors,88,A,1979-12-29,1,110.8,99.6,1567.03115289,1395.08473059
3282,Sixers,100,Rockets,104,A,1979-12-29,0,106.4,108.0,1625.42535607,1475.03690608
3283,Jazz,116,Pacers,114,A,1979-12-29,1,115.8,109.6,1370.03418512,1484.44299752
3284,Bucks,105,Knicks,117,A,1979-12-29,0,105.2,109.6,1524.04816752,1437.39483717
3285,Kings,125,Spurs,127,A,1979-12-29,0,114.4,115.8,1561.91161003,1500.23465079
3286,Clippers,93,Wizards,90,A,1979-12-29,1,108.6,102.8,1514.54065173,1499.18473405
3287,Suns,105,Lakers,113,A,1979-12-30,0,106.8,108.4,1634.27931813,1597.31976778
3288,Jazz,95,Bucks,88,A,1979-12-30,1,112.8,102.4,1383.21305702,1511.60454345
3289,Thunder,107,Trailblazers,100,A,1979-12-30,1,101.4,101.0,1660.72215893,1489.73947698
3290,Spurs,120,Knicks,128,A,1980-01-01,0,117.0,111.4,1511.9914408,1449.83846123
3291,Wizards,99,Trailblazers,109,A,1980-01-01,0,99.8,98.6,1489.62642532,1484.29851241
3292,Pistons,116,Nuggets,135,A,1980-01-02,0,103.4,105.0,1338.19931227,1444.76832437
3293,Trailblazers,92,Warriors,111,A,1980-01-02,0,98.8,96.4,1494.45185005,1389.66571146
3294,Celtics,111,Rockets,103,A,1980-01-02,1,110.2,109.0,1572.45017203,1489.11393245
3295,Lakers,127,Pacers,120,A,1980-01-02,1,114.4,110.4,1608.37955454,1471.26412562
3296,Clippers,103,Nets,97,A,1980-01-02,1,107.2,102.2,1524.09896046,1423.93103409
3297,Suns,109,Spurs,118,A,1980-01-02,0,105.6,116.4,1623.21953137,1500.22137588
3298,Wizards,139,Thunder,134,A,1980-01-02,1,108.6,108.8,1479.47308768,1666.1631235
3299,Kings,128,Jazz,121,A,1980-01-02,1,118.2,114.8,1550.15482001,1396.74895345
3300,Nets,126,Hawks,119,A,1980-01-03,1,107.2,114.4,1416.73678751,1577.51636621
3301,Sixers,109,Cavaliers,108,A,1980-01-03,1,107.0,108.6,1611.3483297,1461.49545848
3302,Pacers,96,Bucks,106,A,1980-01-03,0,107.6,101.0,1465.01774515,1498.06864702
3303,Clippers,101,Knicks,138,A,1980-01-03,0,103.8,111.2,1531.29320705,1461.60852616
3304,Clippers,118,Bulls,121,A,1980-01-04,0,106.6,116.6,1519.31398964,1417.65880319
3305,Wizards,117,Warriors,105,A,1980-01-04,1,111.2,99.6,1494.38278386,1402.59346152
3306,Spurs,106,Kings,115,A,1980-01-04,0,115.6,116.4,1513.62070921,1556.00563875
3307,Rockets,101,Nets,104,A,1980-01-04,0,106.4,107.0,1481.46757679,1431.06010438
3308,Jazz,97,Trailblazers,115,A,1980-01-04,0,112.0,98.4,1390.8981347,1481.52409999
3309,Pistons,105,Thunder,123,A,1980-01-04,0,104.2,110.4,1331.17390817,1651.25342732
3310,Kings,112,Hawks,107,A,1980-01-05,1,116.6,112.4,1564.79171849,1563.19304934
3311,Bucks,99,Cavaliers,98,A,1980-01-05,1,100.6,105.0,1507.12022475,1455.55962391
3312,Pacers,105,Nuggets,111,A,1980-01-05,0,109.0,103.8,1455.96616743,1451.79372847
3313,Thunder,121,Warriors,112,A,1980-01-05,1,113.8,105.6,1653.98848415,1395.17557385
3314,Suns,110,Rockets,111,A,1980-01-05,0,107.0,106.4,1609.82019805,1470.02682795
3315,Bulls,117,Knicks,124,A,1980-01-05,0,114.6,112.6,1430.50394599,1473.58774356
3316,Celtics,111,Spurs,119,A,1980-01-05,0,109.8,114.2,1580.09652769,1504.83462948
3317,Wizards,108,Jazz,107,A,1980-01-05,1,111.2,108.8,1501.80067153,1383.44896849
3318,Nuggets,101,Kings,120,A,1980-01-06,0,105.2,114.4,1461.91381514,1574.74570541
3319,Lakers,103,Bucks,113,A,1980-01-06,0,112.8,99.6,1614.62593501,1515.6469908
3320,Cavaliers,100,Nets,108,A,1980-01-06,0,104.8,106.2,1447.03285786,1442.50085322
3321,Pistons,102,Trailblazers,119,A,1980-01-06,0,105.0,99.4,1328.43885134,1488.9732662
3322,Thunder,103,Clippers,105,A,1980-01-06,0,115.0,103.6,1657.66737839,1506.46884684
3323,Bucks,102,Bulls,110,A,1980-01-08,0,99.0,111.6,1528.4211864,1421.73768001
3324,Rockets,118,Cavaliers,115,A,1980-01-08,1,108.0,106.4,1483.84647256,1436.90242368
3325,Clippers,124,Kings,116,A,1980-01-08,1,109.8,114.2,1520.56529511,1581.60769315
3326,Sixers,111,Knicks,108,A,1980-01-08,1,106.6,110.8,1617.28416426,1482.35400954
3327,Pacers,122,Trailblazers,118,A,1980-01-08,1,113.2,102.4,1445.84608076,1494.65568856
3328,Nuggets,134,Spurs,137,A,1980-01-08,0,112.4,116.0,1455.05182741,1516.9675822
3329,Pistons,110,Jazz,124,A,1980-01-08,0,107.4,107.6,1322.75642899,1376.72948688
3330,Cavaliers,107,Hawks,111,A,1980-01-09,0,106.6,111.8,1428.24541925,1553.23906241
3331,Knicks,95,Celtics,112,A,1980-01-09,0,108.8,105.2,1476.05346667,1567.96357496
3332,Nuggets,112,Rockets,114,A,1980-01-09,0,113.6,110.4,1446.81527758,1492.503477
3333,Clippers,111,Bucks,107,A,1980-01-09,1,111.4,102.2,1532.30437901,1515.44358697
3334,Nets,105,Sixers,108,A,1980-01-09,0,107.0,108.6,1452.6312874,1623.58470713
